Consequent,Antecedent,Supp,Conf,Lift
insufficient_LE,"('low_SL', 'N_WA', 'N_P')",0.119,1.0,3.861
insufficient_LE,"('low_SL', 'N_WA')",0.12,1.0,3.861
insufficient_LE,"('low_SL', 'N_P')",0.135,1.0,3.861
insufficient_LE,"('low_SL',)",0.137,1.0,3.861
medium_SL,"('sufficient_LE', 'N_L', 'N_WA', 'N_P')",0.106,1.0,2.645
medium_SL,"('sufficient_LE', 'N_L', 'N_WA')",0.109,1.0,2.645
medium_SL,"('sufficient_LE', 'N_L', 'N_P')",0.127,1.0,2.645
medium_SL,"('sufficient_LE', 'N_L')",0.131,1.0,2.645
medium_SL,"('sufficient_LE', 'N_WA', 'N_P')",0.124,1.0,2.645
medium_SL,"('sufficient_LE', 'N_WA')",0.127,1.0,2.645
medium_SL,"('sufficient_LE', 'N_P')",0.145,1.0,2.645
medium_SL,"('sufficient_LE',)",0.15,1.0,2.645
high_SL,"('3_NP', 'very good_LE', 'N_L')",0.101,1.0,2.061
high_SL,"('3_NP', 'very good_LE', 'N_P')",0.1,1.0,2.061
high_SL,"('3_NP', 'very good_LE')",0.102,1.0,2.061
high_SL,"('4_NP', 'very good_LE', 'N_L', 'N_P')",0.101,1.0,2.061
high_SL,"('4_NP', 'very good_LE', 'N_L')",0.105,1.0,2.061
high_SL,"('4_NP', 'very good_LE', 'N_WA', 'N_P')",0.101,1.0,2.061
high_SL,"('4_NP', 'very good_LE', 'N_WA')",0.105,1.0,2.061
high_SL,"('4_NP', 'very good_LE', 'N_P')",0.119,1.0,2.061
high_SL,"('4_NP', 'very good_LE')",0.123,1.0,2.061
high_SL,"('very good_LE', '3_T', 'N_L', 'N_WA', 'N_P')",0.105,1.0,2.061
high_SL,"('very good_LE', '3_T', 'N_L', 'N_WA')",0.108,1.0,2.061
high_SL,"('very good_LE', '3_T', 'N_L', 'N_P')",0.125,1.0,2.061
high_SL,"('very good_LE', '3_T', 'N_L')",0.129,1.0,2.061
high_SL,"('very good_LE', '3_T', 'N_WA', 'N_P')",0.106,1.0,2.061
high_SL,"('very good_LE', '3_T', 'N_WA')",0.109,1.0,2.061
high_SL,"('very good_LE', '3_T', 'N_P')",0.126,1.0,2.061
high_SL,"('very good_LE', '3_T')",0.13,1.0,2.061
high_SL,"('very good_LE', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.1,1.0,2.061
high_SL,"('very good_LE', 'medium_S', 'N_L', 'N_WA')",0.104,1.0,2.061
high_SL,"('very good_LE', 'medium_S', 'N_L', 'N_P')",0.121,1.0,2.061
high_SL,"('very good_LE', 'medium_S', 'N_L')",0.126,1.0,2.061
high_SL,"('very good_LE', 'medium_S', 'N_WA', 'N_P')",0.118,1.0,2.061
high_SL,"('very good_LE', 'medium_S', 'N_WA')",0.122,1.0,2.061
high_SL,"('very good_LE', 'medium_S', 'N_P')",0.14,1.0,2.061
high_SL,"('very good_LE', 'medium_S')",0.145,1.0,2.061
high_SL,"('very good_LE', 'low_S', 'N_L', 'N_WA', 'N_P')",0.105,1.0,2.061
high_SL,"('very good_LE', 'low_S', 'N_L', 'N_WA')",0.106,1.0,2.061
high_SL,"('very good_LE', 'low_S', 'N_L', 'N_P')",0.127,1.0,2.061
high_SL,"('very good_LE', 'low_S', 'N_L')",0.129,1.0,2.061
high_SL,"('very good_LE', 'low_S', 'N_WA', 'N_P')",0.132,1.0,2.061
high_SL,"('very good_LE', 'low_S', 'N_WA')",0.134,1.0,2.061
high_SL,"('very good_LE', 'low_S', 'N_P')",0.156,1.0,2.061
high_SL,"('very good_LE', 'low_S')",0.157,1.0,2.061
high_SL,"('very good_LE', 'standard_H', 'N_L', 'N_WA', 'N_P')",0.109,1.0,2.061
high_SL,"('very good_LE', 'standard_H', 'N_L', 'N_WA')",0.112,1.0,2.061
high_SL,"('very good_LE', 'standard_H', 'N_L', 'N_P')",0.132,1.0,2.061
high_SL,"('very good_LE', 'standard_H', 'N_L')",0.135,1.0,2.061
high_SL,"('very good_LE', 'standard_H', 'N_WA', 'N_P')",0.111,1.0,2.061
high_SL,"('very good_LE', 'standard_H', 'N_WA')",0.114,1.0,2.061
high_SL,"('very good_LE', 'standard_H', 'N_P')",0.133,1.0,2.061
high_SL,"('very good_LE', 'standard_H')",0.137,1.0,2.061
high_SL,"('very good_LE', 'intensive_H', 'N_L', 'N_WA', 'N_P')",0.117,1.0,2.061
high_SL,"('very good_LE', 'intensive_H', 'N_L', 'N_WA')",0.12,1.0,2.061
high_SL,"('very good_LE', 'intensive_H', 'N_L', 'N_P')",0.141,1.0,2.061
high_SL,"('very good_LE', 'intensive_H', 'N_L')",0.146,1.0,2.061
high_SL,"('very good_LE', 'intensive_H', 'N_WA', 'N_P')",0.161,1.0,2.061
high_SL,"('very good_LE', 'intensive_H', 'N_WA')",0.164,1.0,2.061
high_SL,"('very good_LE', 'intensive_H', 'N_P')",0.188,1.0,2.061
high_SL,"('very good_LE', 'intensive_H')",0.192,1.0,2.061
high_SL,"('very good_LE', 'N_L', 'N_WA', 'N_P')",0.226,1.0,2.061
high_SL,"('very good_LE', 'N_L', 'N_WA')",0.232,1.0,2.061
high_SL,"('very good_LE', 'N_L', 'N_P')",0.273,1.0,2.061
high_SL,"('very good_LE', 'N_L')",0.281,1.0,2.061
high_SL,"('very good_LE', 'N_WA', 'N_P')",0.272,1.0,2.061
high_SL,"('very good_LE', 'N_WA')",0.278,1.0,2.061
high_SL,"('very good_LE', 'N_P')",0.321,1.0,2.061
high_SL,"('very good_LE',)",0.329,1.0,2.061
