Consequent,Antecedent,Supp,Conf,Lift
N_WA,"('very good_LE',)",0.278,0.846,0.989
N_P,"('very good_LE',)",0.321,0.975,0.997
N_P,"('medium_SL', '3_T')",0.216,0.987,1.008
3_T,"('medium_SL', 'N_P')",0.216,0.583,1.358
3_T,"('medium_SL',)",0.219,0.579,1.347
N_P,"('medium_SL', 'standard_H', 'N_WA')",0.217,0.983,1.005
N_WA,"('medium_SL', 'standard_H', 'N_P')",0.217,0.884,1.034
standard_H,"('medium_SL', 'N_WA', 'N_P')",0.217,0.677,1.36
N_WA,"('medium_SL', 'standard_H')",0.221,0.883,1.032
standard_H,"('medium_SL', 'N_WA')",0.221,0.677,1.36
N_P,"('medium_SL', 'standard_H')",0.246,0.982,1.003
standard_H,"('medium_SL', 'N_P')",0.246,0.664,1.334
standard_H,"('medium_SL',)",0.25,0.662,1.33
N_P,"('medium_SL', 'N_L', 'N_WA')",0.217,0.977,0.999
N_WA,"('medium_SL', 'N_L', 'N_P')",0.217,0.83,0.971
N_L,"('medium_SL', 'N_WA', 'N_P')",0.217,0.676,0.887
N_WA,"('medium_SL', 'N_L')",0.222,0.827,0.966
N_L,"('medium_SL', 'N_WA')",0.222,0.68,0.892
N_P,"('medium_SL', 'N_L')",0.261,0.973,0.994
N_L,"('medium_SL', 'N_P')",0.261,0.706,0.927
N_L,"('medium_SL',)",0.268,0.71,0.932
N_P,"('medium_SL', 'N_WA')",0.321,0.983,1.004
N_WA,"('medium_SL', 'N_P')",0.321,0.867,1.014
N_WA,"('medium_SL',)",0.326,0.864,1.01
N_P,"('medium_SL',)",0.37,0.979,1.0
N_P,"('3_T', 'low_S')",0.212,0.99,1.012
N_P,"('3_T', 'standard_H', 'N_WA')",0.231,0.983,1.004
N_WA,"('3_T', 'standard_H', 'N_P')",0.231,0.876,1.024
standard_H,"('3_T', 'N_WA', 'N_P')",0.231,0.636,1.277
3_T,"('standard_H', 'N_WA', 'N_P')",0.231,0.554,1.289
N_WA,"('3_T', 'standard_H')",0.235,0.875,1.023
standard_H,"('3_T', 'N_WA')",0.235,0.635,1.276
3_T,"('standard_H', 'N_WA')",0.235,0.552,1.286
N_P,"('3_T', 'standard_H')",0.264,0.982,1.003
standard_H,"('3_T', 'N_P')",0.264,0.627,1.259
standard_H,"('3_T',)",0.269,0.625,1.256
N_P,"('3_T', 'N_L', 'N_WA')",0.263,0.978,0.999
N_WA,"('3_T', 'N_L', 'N_P')",0.263,0.833,0.974
N_L,"('3_T', 'N_WA', 'N_P')",0.263,0.725,0.951
N_WA,"('3_T', 'N_L')",0.269,0.831,0.971
N_L,"('3_T', 'N_WA')",0.269,0.727,0.955
N_P,"('3_T', 'N_L')",0.316,0.975,0.997
N_L,"('3_T', 'N_P')",0.316,0.751,0.986
N_L,"('3_T',)",0.324,0.754,0.989
N_P,"('3_T', 'N_WA')",0.363,0.982,1.003
N_WA,"('3_T', 'N_P')",0.363,0.863,1.009
N_WA,"('3_T',)",0.37,0.861,1.007
N_P,"('3_T',)",0.421,0.979,1.0
N_P,"('medium_S', 'high_SL')",0.208,0.967,0.988
N_P,"('medium_S', 'standard_H')",0.206,0.977,0.998
N_P,"('medium_S', 'intensive_H')",0.211,0.967,0.988
N_P,"('medium_S', 'N_L', 'N_WA')",0.275,0.969,0.99
N_WA,"('medium_S', 'N_L', 'N_P')",0.275,0.834,0.975
N_L,"('medium_S', 'N_WA', 'N_P')",0.275,0.769,1.01
N_WA,"('medium_S', 'N_L')",0.284,0.832,0.972
N_L,"('medium_S', 'N_WA')",0.284,0.774,1.016
N_P,"('medium_S', 'N_L')",0.33,0.966,0.987
N_L,"('medium_S', 'N_P')",0.33,0.791,1.038
N_L,"('medium_S',)",0.342,0.796,1.044
N_P,"('medium_S', 'N_WA')",0.358,0.975,0.996
N_WA,"('medium_S', 'N_P')",0.358,0.857,1.002
N_WA,"('medium_S',)",0.367,0.855,0.999
N_P,"('medium_S',)",0.418,0.972,0.993
N_P,"('high_SL', 'low_S')",0.227,0.991,1.013
N_L,"('high_SL', 'standard_H')",0.204,0.984,1.291
N_P,"('high_SL', 'standard_H')",0.203,0.977,0.998
N_P,"('high_SL', 'intensive_H', 'N_L')",0.211,0.969,0.99
N_L,"('high_SL', 'intensive_H', 'N_P')",0.211,0.778,1.021
high_SL,"('intensive_H', 'N_L', 'N_P')",0.211,0.579,1.194
N_L,"('high_SL', 'intensive_H')",0.217,0.783,1.027
high_SL,"('intensive_H', 'N_L')",0.217,0.581,1.196
N_P,"('high_SL', 'intensive_H', 'N_WA')",0.231,0.978,1.0
N_WA,"('high_SL', 'intensive_H', 'N_P')",0.231,0.854,0.998
intensive_H,"('high_SL', 'N_WA', 'N_P')",0.231,0.579,1.153
N_WA,"('high_SL', 'intensive_H')",0.237,0.851,0.995
intensive_H,"('high_SL', 'N_WA')",0.237,0.579,1.152
high_SL,"('intensive_H', 'N_WA')",0.237,0.55,1.134
N_P,"('high_SL', 'intensive_H')",0.271,0.976,0.997
intensive_H,"('high_SL', 'N_P')",0.271,0.572,1.139
high_SL,"('intensive_H', 'N_P')",0.271,0.552,1.137
intensive_H,"('high_SL',)",0.278,0.572,1.14
high_SL,"('intensive_H',)",0.278,0.553,1.14
N_P,"('high_SL', 'N_L', 'N_WA')",0.339,0.974,0.995
N_WA,"('high_SL', 'N_L', 'N_P')",0.339,0.827,0.967
N_L,"('high_SL', 'N_WA', 'N_P')",0.339,0.849,1.114
high_SL,"('N_L', 'N_WA', 'N_P')",0.339,0.553,1.139
N_WA,"('high_SL', 'N_L')",0.348,0.826,0.965
N_L,"('high_SL', 'N_WA')",0.348,0.852,1.118
high_SL,"('N_L', 'N_WA')",0.348,0.554,1.141
N_P,"('high_SL', 'N_L')",0.41,0.973,0.994
N_L,"('high_SL', 'N_P')",0.41,0.866,1.137
high_SL,"('N_L', 'N_P')",0.41,0.553,1.139
N_L,"('high_SL',)",0.422,0.869,1.14
high_SL,"('N_L',)",0.422,0.553,1.14
N_P,"('high_SL', 'N_WA')",0.4,0.977,0.999
N_WA,"('high_SL', 'N_P')",0.4,0.843,0.986
N_WA,"('high_SL',)",0.409,0.842,0.985
N_P,"('high_SL',)",0.474,0.976,0.997
N_P,"('low_S', 'standard_H', 'N_WA')",0.208,0.99,1.012
N_WA,"('low_S', 'standard_H', 'N_P')",0.208,0.859,1.005
N_WA,"('low_S', 'standard_H')",0.21,0.859,1.004
N_P,"('low_S', 'standard_H')",0.243,0.989,1.011
N_P,"('low_S', 'intensive_H', 'N_WA')",0.207,0.995,1.016
N_WA,"('low_S', 'intensive_H', 'N_P')",0.207,0.859,1.004
N_WA,"('low_S', 'intensive_H')",0.208,0.857,1.002
N_P,"('low_S', 'intensive_H')",0.241,0.993,1.014
N_P,"('low_S', 'N_L', 'N_WA')",0.277,0.991,1.013
N_WA,"('low_S', 'N_L', 'N_P')",0.277,0.817,0.956
N_L,"('low_S', 'N_WA', 'N_P')",0.277,0.668,0.877
N_WA,"('low_S', 'N_L')",0.28,0.816,0.954
N_L,"('low_S', 'N_WA')",0.28,0.669,0.878
N_P,"('low_S', 'N_L')",0.339,0.99,1.011
N_L,"('low_S', 'N_P')",0.339,0.702,0.922
N_L,"('low_S',)",0.343,0.703,0.923
N_P,"('low_S', 'N_WA')",0.415,0.992,1.014
N_WA,"('low_S', 'N_P')",0.415,0.859,1.004
N_WA,"('low_S',)",0.418,0.858,1.003
N_P,"('low_S',)",0.483,0.991,1.013
N_P,"('standard_H', 'N_L', 'N_WA')",0.313,0.976,0.997
N_WA,"('standard_H', 'N_L', 'N_P')",0.313,0.827,0.966
N_L,"('standard_H', 'N_WA', 'N_P')",0.313,0.75,0.984
N_WA,"('standard_H', 'N_L')",0.32,0.827,0.967
N_L,"('standard_H', 'N_WA')",0.32,0.753,0.988
N_P,"('standard_H', 'N_L')",0.378,0.976,0.997
N_L,"('standard_H', 'N_P')",0.378,0.776,1.018
N_L,"('standard_H',)",0.387,0.778,1.021
N_P,"('standard_H', 'N_WA')",0.417,0.98,1.001
N_WA,"('standard_H', 'N_P')",0.417,0.855,1.0
N_WA,"('standard_H',)",0.425,0.855,0.999
N_P,"('standard_H',)",0.488,0.98,1.001
N_P,"('intensive_H', 'N_L', 'N_WA')",0.301,0.976,0.997
N_WA,"('intensive_H', 'N_L', 'N_P')",0.301,0.827,0.967
N_L,"('intensive_H', 'N_WA', 'N_P')",0.301,0.712,0.935
N_WA,"('intensive_H', 'N_L')",0.308,0.823,0.962
N_L,"('intensive_H', 'N_WA')",0.308,0.717,0.941
N_P,"('intensive_H', 'N_L')",0.364,0.971,0.992
N_L,"('intensive_H', 'N_P')",0.364,0.741,0.972
N_L,"('intensive_H',)",0.375,0.746,0.979
N_P,"('intensive_H', 'N_WA')",0.422,0.982,1.004
N_WA,"('intensive_H', 'N_P')",0.422,0.86,1.005
N_WA,"('intensive_H',)",0.43,0.856,1.001
N_P,"('intensive_H',)",0.491,0.978,0.999
N_P,"('N_L', 'N_WA')",0.613,0.976,0.997
N_WA,"('N_L', 'N_P')",0.613,0.827,0.967
N_L,"('N_WA', 'N_P')",0.613,0.731,0.959
N_WA,"('N_L',)",0.629,0.825,0.964
N_L,"('N_WA',)",0.629,0.735,0.964
N_P,"('N_L',)",0.742,0.974,0.995
N_L,"('N_P',)",0.742,0.758,0.995
N_P,"('N_WA',)",0.839,0.981,1.002
N_WA,"('N_P',)",0.839,0.857,1.002
