Consequent,Antecedent,Supp,Conf,Lift
standard_H,"('2_NP', 'Y_L', '3_T', 'N_WA', 'N_P')",0.1,0.99,1.99
3_T,"('2_NP', 'Y_L', 'standard_H', 'N_WA', 'N_P')",0.1,0.99,2.29
Y_L,"('2_NP', '3_T', 'standard_H', 'N_WA', 'N_P')",0.1,0.89,3.75
2_NP,"('Y_L', '3_T', 'standard_H', 'N_WA', 'N_P')",0.1,0.99,6.19
N_WA,"('2_NP', 'Y_L', '3_T', 'standard_H')",0.1,0.95,1.11
standard_H,"('2_NP', 'Y_L', '3_T', 'N_WA')",0.1,0.99,1.99
3_T,"('2_NP', 'Y_L', 'standard_H', 'N_WA')",0.1,0.99,2.29
Y_L,"('2_NP', '3_T', 'standard_H', 'N_WA')",0.1,0.89,3.75
2_NP,"('Y_L', '3_T', 'standard_H', 'N_WA')",0.1,0.98,6.18
N_P,"('2_NP', 'Y_L', '3_T', 'standard_H')",0.1,0.99,1.01
standard_H,"('2_NP', 'Y_L', '3_T', 'N_P')",0.1,0.99,1.99
3_T,"('2_NP', 'Y_L', 'standard_H', 'N_P')",0.1,0.99,2.3
Y_L,"('2_NP', '3_T', 'standard_H', 'N_P')",0.1,0.88,3.7
2_NP,"('Y_L', '3_T', 'standard_H', 'N_P')",0.1,0.99,6.2
standard_H,"('2_NP', 'Y_L', '3_T')",0.1,0.99,1.99
3_T,"('2_NP', 'Y_L', 'standard_H')",0.1,0.99,2.3
Y_L,"('2_NP', '3_T', 'standard_H')",0.1,0.88,3.7
2_NP,"('Y_L', '3_T', 'standard_H')",0.1,0.99,6.19
N_P,"('2_NP', 'Y_L', '3_T', 'N_WA')",0.1,0.99,1.02
N_WA,"('2_NP', 'Y_L', '3_T', 'N_P')",0.1,0.95,1.12
3_T,"('2_NP', 'Y_L', 'N_WA', 'N_P')",0.1,0.97,2.27
Y_L,"('2_NP', '3_T', 'N_WA', 'N_P')",0.1,0.84,3.54
2_NP,"('Y_L', '3_T', 'N_WA', 'N_P')",0.1,0.96,6.05
N_WA,"('2_NP', 'Y_L', '3_T')",0.1,0.95,1.11
3_T,"('2_NP', 'Y_L', 'N_WA')",0.1,0.97,2.27
Y_L,"('2_NP', '3_T', 'N_WA')",0.1,0.84,3.54
2_NP,"('Y_L', '3_T', 'N_WA')",0.1,0.96,6.04
N_P,"('2_NP', 'Y_L', '3_T')",0.1,0.99,1.01
3_T,"('2_NP', 'Y_L', 'N_P')",0.1,0.97,2.27
Y_L,"('2_NP', '3_T', 'N_P')",0.1,0.82,3.46
2_NP,"('Y_L', '3_T', 'N_P')",0.1,0.96,6.06
3_T,"('2_NP', 'Y_L')",0.1,0.98,2.27
Y_L,"('2_NP', '3_T')",0.1,0.82,3.46
2_NP,"('Y_L', '3_T')",0.1,0.96,6.05
N_P,"('2_NP', 'Y_L', 'low_S', 'standard_H', 'N_WA')",0.06,0.99,1.02
N_WA,"('2_NP', 'Y_L', 'low_S', 'standard_H', 'N_P')",0.06,0.96,1.12
standard_H,"('2_NP', 'Y_L', 'low_S', 'N_WA', 'N_P')",0.06,0.98,1.96
Y_L,"('2_NP', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.06,0.83,3.48
2_NP,"('Y_L', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.06,0.92,5.8
N_WA,"('2_NP', 'Y_L', 'low_S', 'standard_H')",0.06,0.95,1.11
standard_H,"('2_NP', 'Y_L', 'low_S', 'N_WA')",0.06,0.98,1.96
Y_L,"('2_NP', 'low_S', 'standard_H', 'N_WA')",0.06,0.83,3.47
2_NP,"('Y_L', 'low_S', 'standard_H', 'N_WA')",0.06,0.92,5.78
N_P,"('2_NP', 'Y_L', 'low_S', 'standard_H')",0.06,0.99,1.01
standard_H,"('2_NP', 'Y_L', 'low_S', 'N_P')",0.06,0.98,1.96
Y_L,"('2_NP', 'low_S', 'standard_H', 'N_P')",0.06,0.81,3.39
2_NP,"('Y_L', 'low_S', 'standard_H', 'N_P')",0.06,0.92,5.79
standard_H,"('2_NP', 'Y_L', 'low_S')",0.06,0.98,1.96
Y_L,"('2_NP', 'low_S', 'standard_H')",0.06,0.81,3.39
2_NP,"('Y_L', 'low_S', 'standard_H')",0.06,0.92,5.77
N_P,"('2_NP', 'Y_L', 'low_S', 'N_WA')",0.06,0.99,1.02
N_WA,"('2_NP', 'Y_L', 'low_S', 'N_P')",0.06,0.96,1.12
Y_L,"('2_NP', 'low_S', 'N_WA', 'N_P')",0.06,0.75,3.16
N_WA,"('2_NP', 'Y_L', 'low_S')",0.06,0.95,1.12
Y_L,"('2_NP', 'low_S', 'N_WA')",0.06,0.75,3.15
N_P,"('2_NP', 'Y_L', 'low_S')",0.06,0.99,1.01
Y_L,"('2_NP', 'low_S', 'N_P')",0.06,0.72,3.02
Y_L,"('2_NP', 'low_S')",0.06,0.72,3.02
N_P,"('2_NP', 'Y_L', 'standard_H', 'N_WA')",0.1,0.99,1.02
N_WA,"('2_NP', 'Y_L', 'standard_H', 'N_P')",0.1,0.95,1.12
standard_H,"('2_NP', 'Y_L', 'N_WA', 'N_P')",0.1,0.98,1.97
Y_L,"('2_NP', 'standard_H', 'N_WA', 'N_P')",0.1,0.78,3.26
2_NP,"('Y_L', 'standard_H', 'N_WA', 'N_P')",0.1,0.93,5.83
N_WA,"('2_NP', 'Y_L', 'standard_H')",0.1,0.95,1.11
standard_H,"('2_NP', 'Y_L', 'N_WA')",0.1,0.98,1.97
Y_L,"('2_NP', 'standard_H', 'N_WA')",0.1,0.77,3.25
2_NP,"('Y_L', 'standard_H', 'N_WA')",0.1,0.93,5.82
N_P,"('2_NP', 'Y_L', 'standard_H')",0.1,0.99,1.01
standard_H,"('2_NP', 'Y_L', 'N_P')",0.1,0.98,1.97
Y_L,"('2_NP', 'standard_H', 'N_P')",0.1,0.76,3.18
2_NP,"('Y_L', 'standard_H', 'N_P')",0.1,0.93,5.83
standard_H,"('2_NP', 'Y_L')",0.1,0.98,1.97
Y_L,"('2_NP', 'standard_H')",0.1,0.75,3.16
2_NP,"('Y_L', 'standard_H')",0.1,0.93,5.82
N_P,"('2_NP', 'Y_L', 'N_WA')",0.1,0.99,1.02
N_WA,"('2_NP', 'Y_L', 'N_P')",0.1,0.95,1.12
N_WA,"('2_NP', 'Y_L')",0.1,0.95,1.11
N_P,"('2_NP', 'Y_L')",0.1,0.99,1.01
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_WA')",0.05,1.0,1.02
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.05,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,1.0,2.01
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.98,2.27
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.99,2.61
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.83,3.21
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.97,6.06
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.05,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.05,1.0,2.01
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_WA')",0.05,0.98,2.27
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA')",0.05,0.99,2.61
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_WA')",0.05,0.83,3.2
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_WA')",0.05,0.97,6.06
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.05,1.0,1.02
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.05,1.0,2.0
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.05,0.97,2.27
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.05,0.98,2.6
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.05,0.83,3.2
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.05,0.96,6.0
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.05,1.0,2.0
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.05,0.97,2.27
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.05,0.98,2.6
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.05,0.83,3.19
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.05,0.96,6.0
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.05,1.0,1.02
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.05,0.95,1.11
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.05,0.97,2.25
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.98,2.59
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.82,3.15
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.95,5.97
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.05,0.95,1.11
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.05,0.97,2.25
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.05,0.98,2.59
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.05,0.81,3.14
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.05,0.95,5.97
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.05,1.0,1.02
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.05,0.96,2.24
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.05,0.98,2.58
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_P')",0.05,0.81,3.14
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.05,0.94,5.9
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.05,0.96,2.24
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.05,0.98,2.58
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'low_S')",0.05,0.81,3.13
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.05,0.94,5.9
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.08,0.99,1.01
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.08,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.08,1.0,2.01
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.08,0.97,2.25
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_WA', 'N_P')",0.08,0.99,2.61
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA', 'N_P')",0.08,0.83,3.19
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_WA', 'N_P')",0.08,0.94,5.91
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'standard_H')",0.09,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.09,1.0,2.01
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.09,0.97,2.25
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.09,0.99,2.61
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.09,0.83,3.19
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.09,0.94,5.88
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'standard_H')",0.09,0.99,1.01
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.09,0.99,2.0
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.09,0.97,2.25
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.09,0.98,2.6
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.09,0.82,3.17
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.09,0.93,5.85
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T')",0.09,0.99,2.0
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.09,0.96,2.24
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'standard_H')",0.09,0.98,2.6
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.09,0.82,3.17
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H')",0.09,0.93,5.83
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.08,0.99,1.01
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.08,0.95,1.11
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.08,0.95,2.22
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'N_WA', 'N_P')",0.08,0.98,2.59
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.08,0.81,3.12
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.08,0.92,5.79
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T')",0.09,0.95,1.11
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.09,0.95,2.22
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'N_WA')",0.09,0.98,2.59
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.09,0.81,3.12
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.09,0.92,5.77
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T')",0.09,0.99,1.01
3_T,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.09,0.95,2.22
medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'N_P')",0.09,0.98,2.59
insufficient_LE,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.09,0.8,3.1
2_NP,"('insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.09,0.91,5.74
3_T,"('2_NP', 'insufficient_LE', 'medium_SL')",0.09,0.95,2.21
medium_SL,"('2_NP', 'insufficient_LE', '3_T')",0.09,0.98,2.59
insufficient_LE,"('2_NP', 'medium_SL', '3_T')",0.09,0.8,3.09
2_NP,"('insufficient_LE', 'medium_SL', '3_T')",0.09,0.91,5.72
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_WA')",0.05,1.0,1.02
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.05,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.05,0.99,1.98
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.97,2.57
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.79,3.06
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.88,5.56
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.05,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.05,0.99,1.98
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA')",0.05,0.97,2.57
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_WA')",0.05,0.79,3.06
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_WA')",0.05,0.89,5.56
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.06,1.0,1.02
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.06,0.98,1.98
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.06,0.97,2.55
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.06,0.79,3.03
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.06,0.87,5.44
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.06,0.98,1.98
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H')",0.06,0.97,2.55
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'standard_H')",0.06,0.78,3.02
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.06,0.87,5.45
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.05,1.0,1.02
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.05,0.95,1.11
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA', 'N_P')",0.05,0.96,2.54
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.05,0.76,2.95
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.05,0.84,5.27
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.05,0.95,1.11
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA')",0.05,0.96,2.54
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'N_WA')",0.05,0.76,2.95
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.05,0.84,5.27
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.06,1.0,1.02
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'N_P')",0.06,0.95,2.51
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'N_P')",0.06,0.76,2.92
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.06,0.82,5.15
medium_SL,"('2_NP', 'insufficient_LE', 'low_S')",0.06,0.95,2.51
insufficient_LE,"('2_NP', 'medium_SL', 'low_S')",0.06,0.75,2.91
2_NP,"('insufficient_LE', 'medium_SL', 'low_S')",0.06,0.82,5.16
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.09,0.99,1.01
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.09,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.09,0.99,1.98
medium_SL,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.09,0.97,2.56
insufficient_LE,"('2_NP', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.09,0.78,2.99
2_NP,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.09,0.85,5.34
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.09,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.09,0.99,1.98
medium_SL,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA')",0.09,0.97,2.56
insufficient_LE,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.09,0.77,2.99
2_NP,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.09,0.85,5.32
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.09,0.99,1.01
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.09,0.98,1.97
medium_SL,"('2_NP', 'insufficient_LE', 'standard_H', 'N_P')",0.09,0.96,2.55
insufficient_LE,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.09,0.77,2.96
2_NP,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.09,0.83,5.23
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL')",0.09,0.98,1.97
medium_SL,"('2_NP', 'insufficient_LE', 'standard_H')",0.09,0.96,2.55
insufficient_LE,"('2_NP', 'medium_SL', 'standard_H')",0.09,0.76,2.95
2_NP,"('insufficient_LE', 'medium_SL', 'standard_H')",0.09,0.83,5.21
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.09,0.99,1.01
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.09,0.95,1.11
medium_SL,"('2_NP', 'insufficient_LE', 'N_WA', 'N_P')",0.09,0.95,2.51
insufficient_LE,"('2_NP', 'medium_SL', 'N_WA', 'N_P')",0.09,0.74,2.86
2_NP,"('insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.09,0.8,5.0
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL')",0.09,0.95,1.11
medium_SL,"('2_NP', 'insufficient_LE', 'N_WA')",0.09,0.95,2.51
insufficient_LE,"('2_NP', 'medium_SL', 'N_WA')",0.09,0.74,2.86
2_NP,"('insufficient_LE', 'medium_SL', 'N_WA')",0.09,0.79,4.98
N_P,"('2_NP', 'insufficient_LE', 'medium_SL')",0.09,0.99,1.01
medium_SL,"('2_NP', 'insufficient_LE', 'N_P')",0.09,0.94,2.49
insufficient_LE,"('2_NP', 'medium_SL', 'N_P')",0.09,0.73,2.81
2_NP,"('insufficient_LE', 'medium_SL', 'N_P')",0.09,0.78,4.88
medium_SL,"('2_NP', 'insufficient_LE')",0.09,0.94,2.5
insufficient_LE,"('2_NP', 'medium_SL')",0.09,0.72,2.8
2_NP,"('insufficient_LE', 'medium_SL')",0.09,0.77,4.86
N_P,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA')",0.05,1.0,1.02
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.05,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.99,1.99
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.96,2.24
insufficient_LE,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.81,3.13
2_NP,"('insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.92,5.76
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.05,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.05,0.99,1.99
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA')",0.05,0.96,2.24
insufficient_LE,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_WA')",0.05,0.81,3.13
2_NP,"('insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA')",0.05,0.92,5.76
N_P,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.05,1.0,1.02
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.05,0.99,1.99
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.05,0.96,2.23
insufficient_LE,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_P')",0.05,0.81,3.12
2_NP,"('insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.05,0.89,5.62
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.06,0.99,1.99
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H')",0.06,0.96,2.23
insufficient_LE,"('2_NP', '3_T', 'low_S', 'standard_H')",0.06,0.81,3.11
2_NP,"('insufficient_LE', '3_T', 'low_S', 'standard_H')",0.06,0.9,5.62
N_P,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.05,1.0,1.02
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.05,0.95,1.11
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA', 'N_P')",0.05,0.94,2.2
insufficient_LE,"('2_NP', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.77,2.99
2_NP,"('insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.86,5.39
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.05,0.95,1.11
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA')",0.05,0.95,2.2
insufficient_LE,"('2_NP', '3_T', 'low_S', 'N_WA')",0.05,0.77,2.99
2_NP,"('insufficient_LE', '3_T', 'low_S', 'N_WA')",0.05,0.86,5.4
N_P,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.06,1.0,1.02
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'N_P')",0.06,0.93,2.18
insufficient_LE,"('2_NP', '3_T', 'low_S', 'N_P')",0.06,0.77,2.97
2_NP,"('insufficient_LE', '3_T', 'low_S', 'N_P')",0.06,0.84,5.25
3_T,"('2_NP', 'insufficient_LE', 'low_S')",0.06,0.94,2.18
insufficient_LE,"('2_NP', '3_T', 'low_S')",0.06,0.77,2.96
2_NP,"('insufficient_LE', '3_T', 'low_S')",0.06,0.84,5.25
N_P,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.09,0.99,1.01
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.09,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'N_WA', 'N_P')",0.09,0.99,1.99
3_T,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.09,0.95,2.2
insufficient_LE,"('2_NP', '3_T', 'standard_H', 'N_WA', 'N_P')",0.09,0.8,3.1
2_NP,"('insufficient_LE', '3_T', 'standard_H', 'N_WA', 'N_P')",0.09,0.89,5.6
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'standard_H')",0.09,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'N_WA')",0.09,0.99,1.99
3_T,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA')",0.09,0.95,2.2
insufficient_LE,"('2_NP', '3_T', 'standard_H', 'N_WA')",0.09,0.8,3.1
