Consequent,Antecedent,Supp,Conf,Lift
N_WA,"('medium_SL',)",0.33,0.86,1.01
N_P,"('medium_SL',)",0.37,0.98,1.0
N_P,"('3_T', 'low_S')",0.21,0.99,1.01
N_P,"('3_T', 'standard_H', 'N_WA')",0.23,0.98,1.0
N_WA,"('3_T', 'standard_H', 'N_P')",0.23,0.88,1.02
N_WA,"('3_T', 'standard_H')",0.23,0.87,1.02
N_P,"('3_T', 'standard_H')",0.26,0.98,1.0
N_P,"('3_T', 'N_L', 'N_WA')",0.26,0.98,1.0
N_P,"('3_T', 'N_L')",0.32,0.98,1.0
N_P,"('3_T', 'N_WA')",0.36,0.98,1.0
N_WA,"('3_T', 'N_P')",0.36,0.86,1.01
N_WA,"('3_T',)",0.37,0.86,1.01
N_P,"('3_T',)",0.42,0.98,1.0
N_P,"('medium_S', 'high_SL')",0.21,0.97,0.99
N_P,"('medium_S', 'standard_H')",0.21,0.98,1.0
N_P,"('medium_S', 'intensive_H')",0.21,0.97,0.99
N_P,"('medium_S', 'N_L', 'N_WA')",0.28,0.97,0.99
N_P,"('medium_S', 'N_L')",0.33,0.97,0.99
N_P,"('medium_S', 'N_WA')",0.36,0.97,1.0
N_WA,"('medium_S', 'N_P')",0.36,0.86,1.0
N_WA,"('medium_S',)",0.37,0.85,1.0
N_P,"('medium_S',)",0.42,0.97,0.99
N_P,"('high_SL', 'low_S')",0.23,0.99,1.01
N_L,"('high_SL', 'standard_H')",0.2,0.98,1.29
N_P,"('high_SL', 'standard_H')",0.2,0.98,1.0
N_P,"('high_SL', 'intensive_H', 'N_L')",0.21,0.97,0.99
N_P,"('high_SL', 'intensive_H', 'N_WA')",0.23,0.98,1.0
N_WA,"('high_SL', 'intensive_H', 'N_P')",0.23,0.85,1.0
N_WA,"('high_SL', 'intensive_H')",0.24,0.85,1.0
N_P,"('high_SL', 'intensive_H')",0.27,0.98,1.0
N_P,"('high_SL', 'N_L', 'N_WA')",0.34,0.97,1.0
N_L,"('high_SL', 'N_WA')",0.35,0.85,1.12
N_P,"('high_SL', 'N_L')",0.41,0.97,0.99
N_L,"('high_SL', 'N_P')",0.41,0.87,1.14
N_L,"('high_SL',)",0.42,0.87,1.14
N_P,"('high_SL', 'N_WA')",0.4,0.98,1.0
N_P,"('high_SL',)",0.47,0.98,1.0
N_P,"('low_S', 'standard_H', 'N_WA')",0.21,0.99,1.01
N_WA,"('low_S', 'standard_H', 'N_P')",0.21,0.86,1.0
N_WA,"('low_S', 'standard_H')",0.21,0.86,1.0
N_P,"('low_S', 'standard_H')",0.24,0.99,1.01
N_P,"('low_S', 'intensive_H', 'N_WA')",0.21,0.99,1.02
N_WA,"('low_S', 'intensive_H', 'N_P')",0.21,0.86,1.0
N_WA,"('low_S', 'intensive_H')",0.21,0.86,1.0
N_P,"('low_S', 'intensive_H')",0.24,0.99,1.01
N_P,"('low_S', 'N_L', 'N_WA')",0.28,0.99,1.01
N_P,"('low_S', 'N_L')",0.34,0.99,1.01
N_P,"('low_S', 'N_WA')",0.42,0.99,1.01
N_WA,"('low_S', 'N_P')",0.42,0.86,1.0
N_WA,"('low_S',)",0.42,0.86,1.0
N_P,"('low_S',)",0.48,0.99,1.01
N_P,"('standard_H', 'N_L', 'N_WA')",0.31,0.98,1.0
N_P,"('standard_H', 'N_L')",0.38,0.98,1.0
N_P,"('standard_H', 'N_WA')",0.42,0.98,1.0
N_WA,"('standard_H', 'N_P')",0.42,0.86,1.0
N_WA,"('standard_H',)",0.43,0.85,1.0
N_P,"('standard_H',)",0.49,0.98,1.0
N_P,"('intensive_H', 'N_L', 'N_WA')",0.3,0.98,1.0
N_P,"('intensive_H', 'N_L')",0.36,0.97,0.99
N_P,"('intensive_H', 'N_WA')",0.42,0.98,1.0
N_WA,"('intensive_H', 'N_P')",0.42,0.86,1.01
N_WA,"('intensive_H',)",0.43,0.86,1.0
N_P,"('intensive_H',)",0.49,0.98,1.0
N_P,"('N_L', 'N_WA')",0.61,0.98,1.0
N_P,"('N_L',)",0.74,0.97,0.99
N_P,"('N_WA',)",0.84,0.98,1.0
N_WA,"('N_P',)",0.84,0.86,1.0
