Consequent,Antecedent,Supp,Conf,Lift
2_NP,"('Y_L', 'medium_SL', '3_T')",0.101,0.986,6.191
N_P,"('2_NP', 'Y_L', 'medium_SL', 'standard_H')",0.101,0.992,1.014
standard_H,"('2_NP', 'Y_L', 'medium_SL', 'N_P')",0.101,0.992,1.993
medium_SL,"('2_NP', 'Y_L', 'standard_H', 'N_P')",0.101,0.995,2.631
Y_L,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.101,0.841,3.531
2_NP,"('Y_L', 'medium_SL', 'standard_H', 'N_P')",0.101,0.978,6.143
standard_H,"('2_NP', 'Y_L', 'medium_SL')",0.102,0.992,1.993
medium_SL,"('2_NP', 'Y_L', 'standard_H')",0.102,0.995,2.632
Y_L,"('2_NP', 'medium_SL', 'standard_H')",0.102,0.836,3.512
2_NP,"('Y_L', 'medium_SL', 'standard_H')",0.102,0.978,6.144
N_P,"('2_NP', 'Y_L', 'medium_SL')",0.102,0.992,1.014
medium_SL,"('2_NP', 'Y_L', 'N_P')",0.102,0.982,2.598
2_NP,"('Y_L', 'medium_SL', 'N_P')",0.102,0.936,5.88
medium_SL,"('2_NP', 'Y_L')",0.103,0.982,2.598
2_NP,"('Y_L', 'medium_SL')",0.103,0.937,5.883
N_P,"('2_NP', 'Y_L', '3_T', 'standard_H')",0.1,0.992,1.014
standard_H,"('2_NP', 'Y_L', '3_T', 'N_P')",0.1,0.991,1.99
3_T,"('2_NP', 'Y_L', 'standard_H', 'N_P')",0.1,0.986,2.296
Y_L,"('2_NP', '3_T', 'standard_H', 'N_P')",0.1,0.881,3.702
2_NP,"('Y_L', '3_T', 'standard_H', 'N_P')",0.1,0.987,6.198
standard_H,"('2_NP', 'Y_L', '3_T')",0.101,0.991,1.991
3_T,"('2_NP', 'Y_L', 'standard_H')",0.101,0.986,2.296
Y_L,"('2_NP', '3_T', 'standard_H')",0.101,0.881,3.701
2_NP,"('Y_L', '3_T', 'standard_H')",0.101,0.985,6.187
N_P,"('2_NP', 'Y_L', '3_T')",0.101,0.992,1.014
3_T,"('2_NP', 'Y_L', 'N_P')",0.101,0.975,2.27
Y_L,"('2_NP', '3_T', 'N_P')",0.101,0.824,3.463
2_NP,"('Y_L', '3_T', 'N_P')",0.101,0.965,6.061
3_T,"('2_NP', 'Y_L')",0.102,0.975,2.27
Y_L,"('2_NP', '3_T')",0.102,0.824,3.462
2_NP,"('Y_L', '3_T')",0.102,0.963,6.051
N_P,"('2_NP', 'Y_L', 'standard_H')",0.102,0.992,1.014
standard_H,"('2_NP', 'Y_L', 'N_P')",0.102,0.979,1.968
2_NP,"('Y_L', 'standard_H', 'N_P')",0.102,0.928,5.829
standard_H,"('2_NP', 'Y_L')",0.102,0.98,1.968
2_NP,"('Y_L', 'standard_H')",0.102,0.927,5.822
N_P,"('2_NP', 'Y_L')",0.104,0.992,1.014
N_P,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.103,0.993,1.014
N_WA,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.103,0.948,1.108
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.103,0.977,1.963
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.103,0.907,2.112
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_WA', 'N_P')",0.103,0.959,2.538
N_WA,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.103,0.946,1.106
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.103,0.977,1.963
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.103,0.906,2.109
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_WA')",0.103,0.96,2.539
N_P,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.108,0.991,1.013
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.108,0.971,1.95
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.108,0.901,2.097
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_P')",0.108,0.952,2.52
standard_H,"('2_NP', 'medium_SL', '3_T')",0.109,0.971,1.951
3_T,"('2_NP', 'medium_SL', 'standard_H')",0.109,0.896,2.087
medium_SL,"('2_NP', '3_T', 'standard_H')",0.109,0.953,2.521
N_P,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.105,0.993,1.015
N_WA,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.105,0.941,1.101
3_T,"('2_NP', 'medium_SL', 'N_WA', 'N_P')",0.105,0.874,2.036
medium_SL,"('2_NP', '3_T', 'N_WA', 'N_P')",0.105,0.918,2.428
N_WA,"('2_NP', 'medium_SL', '3_T')",0.106,0.94,1.099
3_T,"('2_NP', 'medium_SL', 'N_WA')",0.106,0.873,2.033
medium_SL,"('2_NP', '3_T', 'N_WA')",0.106,0.918,2.428
N_P,"('2_NP', 'medium_SL', '3_T')",0.111,0.992,1.013
3_T,"('2_NP', 'medium_SL', 'N_P')",0.111,0.865,2.014
medium_SL,"('2_NP', '3_T', 'N_P')",0.111,0.909,2.405
3_T,"('2_NP', 'medium_SL')",0.112,0.86,2.001
medium_SL,"('2_NP', '3_T')",0.112,0.909,2.406
N_P,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.113,0.991,1.013
N_WA,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.113,0.941,1.1
standard_H,"('2_NP', 'medium_SL', 'N_WA', 'N_P')",0.113,0.942,1.892
medium_SL,"('2_NP', 'standard_H', 'N_WA', 'N_P')",0.113,0.906,2.398
N_WA,"('2_NP', 'medium_SL', 'standard_H')",0.114,0.936,1.095
standard_H,"('2_NP', 'medium_SL', 'N_WA')",0.114,0.942,1.893
medium_SL,"('2_NP', 'standard_H', 'N_WA')",0.114,0.905,2.395
N_P,"('2_NP', 'medium_SL', 'standard_H')",0.12,0.987,1.008
standard_H,"('2_NP', 'medium_SL', 'N_P')",0.12,0.932,1.873
medium_SL,"('2_NP', 'standard_H', 'N_P')",0.12,0.897,2.372
standard_H,"('2_NP', 'medium_SL')",0.122,0.931,1.871
medium_SL,"('2_NP', 'standard_H')",0.122,0.896,2.37
N_P,"('2_NP', 'medium_SL', 'N_WA')",0.12,0.992,1.013
N_WA,"('2_NP', 'medium_SL', 'N_P')",0.12,0.931,1.089
medium_SL,"('2_NP', 'N_WA', 'N_P')",0.12,0.84,2.221
N_WA,"('2_NP', 'medium_SL')",0.121,0.926,1.082
medium_SL,"('2_NP', 'N_WA')",0.121,0.838,2.217
N_P,"('2_NP', 'medium_SL')",0.129,0.986,1.007
medium_SL,"('2_NP', 'N_P')",0.129,0.822,2.175
medium_SL,"('2_NP',)",0.131,0.821,2.172
N_P,"('2_NP', '3_T', 'standard_H', 'N_WA')",0.107,0.993,1.015
N_WA,"('2_NP', '3_T', 'standard_H', 'N_P')",0.107,0.941,1.1
standard_H,"('2_NP', '3_T', 'N_WA', 'N_P')",0.107,0.935,1.878
3_T,"('2_NP', 'standard_H', 'N_WA', 'N_P')",0.107,0.857,1.996
N_WA,"('2_NP', '3_T', 'standard_H')",0.108,0.939,1.098
standard_H,"('2_NP', '3_T', 'N_WA')",0.108,0.935,1.878
3_T,"('2_NP', 'standard_H', 'N_WA')",0.108,0.854,1.989
N_P,"('2_NP', '3_T', 'standard_H')",0.114,0.992,1.013
standard_H,"('2_NP', '3_T', 'N_P')",0.114,0.927,1.861
3_T,"('2_NP', 'standard_H', 'N_P')",0.114,0.848,1.974
standard_H,"('2_NP', '3_T')",0.115,0.927,1.862
3_T,"('2_NP', 'standard_H')",0.115,0.843,1.962
N_P,"('2_NP', '3_T', 'N_WA')",0.114,0.993,1.015
N_WA,"('2_NP', '3_T', 'N_P')",0.114,0.933,1.09
N_WA,"('2_NP', '3_T')",0.115,0.931,1.089
N_P,"('2_NP', '3_T')",0.123,0.992,1.013
N_P,"('2_NP', 'standard_H', 'N_WA')",0.125,0.99,1.011
N_WA,"('2_NP', 'standard_H', 'N_P')",0.125,0.93,1.088
standard_H,"('2_NP', 'N_WA', 'N_P')",0.125,0.872,1.752
N_WA,"('2_NP', 'standard_H')",0.126,0.927,1.084
standard_H,"('2_NP', 'N_WA')",0.126,0.872,1.752
N_P,"('2_NP', 'standard_H')",0.134,0.986,1.008
standard_H,"('2_NP', 'N_P')",0.134,0.855,1.718
standard_H,"('2_NP',)",0.136,0.853,1.715
N_P,"('2_NP', 'N_WA')",0.143,0.99,1.011
N_WA,"('2_NP', 'N_P')",0.143,0.912,1.066
N_WA,"('2_NP',)",0.144,0.907,1.06
N_P,"('2_NP',)",0.157,0.985,1.006
N_P,"('4_T', 'intensive_H')",0.11,0.987,1.009
N_P,"('4_T', 'N_L')",0.109,0.981,1.002
N_P,"('4_T', 'N_WA')",0.148,0.988,1.01
N_WA,"('4_T', 'N_P')",0.148,0.877,1.026
N_WA,"('4_T',)",0.149,0.876,1.024
N_P,"('4_T',)",0.168,0.986,1.008
N_P,"('1_D', 'N_L', 'N_WA')",0.11,0.988,1.01
N_WA,"('1_D', 'N_L', 'N_P')",0.11,0.828,0.968
N_WA,"('1_D', 'N_L')",0.112,0.828,0.968
N_P,"('1_D', 'N_L')",0.133,0.988,1.009
N_P,"('1_D', 'N_WA')",0.154,0.99,1.012
N_WA,"('1_D', 'N_P')",0.154,0.86,1.006
N_WA,"('1_D',)",0.156,0.86,1.005
N_P,"('1_D',)",0.179,0.99,1.011
N_WA,"('5_NP', 'high_SL')",0.101,0.863,1.009
N_P,"('5_NP', 'high_SL')",0.114,0.98,1.001
N_P,"('5_NP', 'intensive_H')",0.112,0.981,1.003
N_P,"('5_NP', 'N_L', 'N_WA')",0.115,0.976,0.997
N_WA,"('5_NP', 'N_L', 'N_P')",0.115,0.819,0.958
N_WA,"('5_NP', 'N_L')",0.117,0.82,0.959
N_P,"('5_NP', 'N_L')",0.14,0.977,0.998
N_P,"('5_NP', 'N_WA')",0.154,0.982,1.003
N_WA,"('5_NP', 'N_P')",0.154,0.85,0.993
N_WA,"('5_NP',)",0.156,0.849,0.993
N_P,"('5_NP',)",0.181,0.982,1.003
N_P,"('2_T', 'high_SL', 'N_L', 'N_WA')",0.1,0.983,1.004
N_WA,"('2_T', 'high_SL', 'N_L', 'N_P')",0.1,0.816,0.954
N_L,"('2_T', 'high_SL', 'N_WA', 'N_P')",0.1,0.989,1.299
N_WA,"('2_T', 'high_SL', 'N_L')",0.102,0.816,0.954
N_L,"('2_T', 'high_SL', 'N_WA')",0.102,0.99,1.299
N_P,"('2_T', 'high_SL', 'N_L')",0.123,0.983,1.005
N_L,"('2_T', 'high_SL', 'N_P')",0.123,0.991,1.301
N_L,"('2_T', 'high_SL')",0.125,0.992,1.301
N_P,"('2_T', 'high_SL', 'N_WA')",0.101,0.983,1.005
N_WA,"('2_T', 'high_SL', 'N_P')",0.101,0.817,0.956
N_WA,"('2_T', 'high_SL')",0.103,0.818,0.956
N_P,"('2_T', 'high_SL')",0.124,0.984,1.005
N_L,"('2_T', 'low_S')",0.1,0.986,1.294
N_P,"('2_T', 'low_S')",0.101,0.995,1.016
N_P,"('2_T', 'standard_H', 'N_L')",0.105,0.986,1.007
N_L,"('2_T', 'standard_H', 'N_P')",0.105,0.984,1.292
N_L,"('2_T', 'standard_H')",0.106,0.985,1.292
N_P,"('2_T', 'standard_H')",0.106,0.986,1.007
N_P,"('2_T', 'intensive_H', 'N_L')",0.104,0.981,1.002
N_L,"('2_T', 'intensive_H', 'N_P')",0.104,0.982,1.289
N_L,"('2_T', 'intensive_H')",0.106,0.983,1.29
N_P,"('2_T', 'intensive_H')",0.106,0.981,1.002
N_P,"('2_T', 'N_L', 'N_WA')",0.173,0.983,1.005
N_WA,"('2_T', 'N_L', 'N_P')",0.173,0.826,0.965
N_L,"('2_T', 'N_WA', 'N_P')",0.173,0.98,1.287
N_WA,"('2_T', 'N_L')",0.176,0.825,0.965
N_L,"('2_T', 'N_WA')",0.176,0.981,1.287
N_P,"('2_T', 'N_L')",0.209,0.983,1.004
N_L,"('2_T', 'N_P')",0.209,0.983,1.291
N_L,"('2_T',)",0.213,0.984,1.291
N_P,"('2_T', 'N_WA')",0.176,0.984,1.005
N_WA,"('2_T', 'N_P')",0.176,0.828,0.968
N_WA,"('2_T',)",0.179,0.828,0.968
N_P,"('2_T',)",0.213,0.983,1.005
N_P,"('Y_L', 'insufficient_LE', 'N_WA')",0.146,0.995,1.017
N_WA,"('Y_L', 'insufficient_LE', 'N_P')",0.146,0.953,1.115
N_WA,"('Y_L', 'insufficient_LE')",0.147,0.954,1.115
N_P,"('Y_L', 'insufficient_LE')",0.153,0.996,1.017
N_P,"('Y_L', 'medium_SL', '3_T', 'standard_H')",0.1,0.992,1.014
standard_H,"('Y_L', 'medium_SL', '3_T', 'N_P')",0.1,0.988,1.984
3_T,"('Y_L', 'medium_SL', 'standard_H', 'N_P')",0.1,0.973,2.265
medium_SL,"('Y_L', '3_T', 'standard_H', 'N_P')",0.1,0.99,2.619
standard_H,"('Y_L', 'medium_SL', '3_T')",0.101,0.988,1.984
3_T,"('Y_L', 'medium_SL', 'standard_H')",0.101,0.973,2.265
medium_SL,"('Y_L', '3_T', 'standard_H')",0.101,0.988,2.614
N_P,"('Y_L', 'medium_SL', '3_T')",0.102,0.992,1.014
3_T,"('Y_L', 'medium_SL', 'N_P')",0.102,0.936,2.178
medium_SL,"('Y_L', '3_T', 'N_P')",0.102,0.971,2.57
3_T,"('Y_L', 'medium_SL')",0.103,0.936,2.179
medium_SL,"('Y_L', '3_T')",0.103,0.97,2.565
N_P,"('Y_L', 'medium_SL', 'standard_H')",0.103,0.992,1.014
standard_H,"('Y_L', 'medium_SL', 'N_P')",0.103,0.95,1.908
medium_SL,"('Y_L', 'standard_H', 'N_P')",0.103,0.944,2.497
standard_H,"('Y_L', 'medium_SL')",0.104,0.95,1.909
medium_SL,"('Y_L', 'standard_H')",0.104,0.943,2.494
N_P,"('Y_L', 'medium_SL', 'N_WA')",0.104,0.994,1.016
N_WA,"('Y_L', 'medium_SL', 'N_P')",0.104,0.956,1.117
N_WA,"('Y_L', 'medium_SL')",0.105,0.954,1.116
N_P,"('Y_L', 'medium_SL')",0.109,0.993,1.014
N_P,"('Y_L', '3_T', 'standard_H')",0.101,0.99,1.012
standard_H,"('Y_L', '3_T', 'N_P')",0.101,0.969,1.946
3_T,"('Y_L', 'standard_H', 'N_P')",0.101,0.927,2.159
standard_H,"('Y_L', '3_T')",0.102,0.969,1.947
3_T,"('Y_L', 'standard_H')",0.102,0.928,2.161
N_P,"('Y_L', '3_T', 'N_WA')",0.1,0.992,1.014
N_WA,"('Y_L', '3_T', 'N_P')",0.1,0.955,1.116
N_WA,"('Y_L', '3_T')",0.101,0.953,1.115
N_P,"('Y_L', '3_T')",0.105,0.991,1.012
N_P,"('Y_L', 'low_S', 'N_WA')",0.138,0.995,1.016
N_WA,"('Y_L', 'low_S', 'N_P')",0.138,0.957,1.119
N_WA,"('Y_L', 'low_S')",0.138,0.956,1.118
N_P,"('Y_L', 'low_S')",0.144,0.994,1.015
N_P,"('Y_L', 'standard_H', 'N_WA')",0.104,0.992,1.014
N_WA,"('Y_L', 'standard_H', 'N_P')",0.104,0.954,1.115
N_WA,"('Y_L', 'standard_H')",0.105,0.952,1.113
N_P,"('Y_L', 'standard_H')",0.109,0.991,1.012
N_P,"('Y_L', 'intensive_H', 'N_WA')",0.121,0.998,1.02
N_WA,"('Y_L', 'intensive_H', 'N_P')",0.121,0.953,1.115
N_WA,"('Y_L', 'intensive_H')",0.122,0.953,1.114
N_P,"('Y_L', 'intensive_H')",0.127,0.998,1.02
N_P,"('Y_L', 'N_WA')",0.226,0.996,1.017
N_WA,"('Y_L', 'N_P')",0.226,0.954,1.115
N_WA,"('Y_L',)",0.227,0.953,1.114
N_P,"('Y_L',)",0.237,0.995,1.016
N_P,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.103,0.988,1.009
N_WA,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.103,0.93,1.087
standard_H,"('insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.103,0.922,1.853
N_WA,"('insufficient_LE', 'medium_SL', 'standard_H')",0.104,0.93,1.087
standard_H,"('insufficient_LE', 'medium_SL', 'N_WA')",0.104,0.923,1.855
N_P,"('insufficient_LE', 'medium_SL', 'standard_H')",0.111,0.988,1.009
standard_H,"('insufficient_LE', 'medium_SL', 'N_P')",0.111,0.916,1.84
standard_H,"('insufficient_LE', 'medium_SL')",0.112,0.917,1.841
N_P,"('insufficient_LE', 'medium_SL', 'N_WA')",0.112,0.989,1.01
N_WA,"('insufficient_LE', 'medium_SL', 'N_P')",0.112,0.923,1.079
N_WA,"('insufficient_LE', 'medium_SL')",0.113,0.923,1.079
N_P,"('insufficient_LE', 'medium_SL')",0.121,0.989,1.01
N_P,"('insufficient_LE', '3_T', 'standard_H')",0.104,0.99,1.011
standard_H,"('insufficient_LE', '3_T', 'N_P')",0.104,0.911,1.831
standard_H,"('insufficient_LE', '3_T')",0.105,0.911,1.83
N_P,"('insufficient_LE', '3_T', 'N_WA')",0.105,0.989,1.01
N_WA,"('insufficient_LE', '3_T', 'N_P')",0.105,0.923,1.079
N_WA,"('insufficient_LE', '3_T')",0.106,0.924,1.08
N_P,"('insufficient_LE', '3_T')",0.114,0.99,1.011
N_P,"('insufficient_LE', 'medium_S')",0.101,0.984,1.005
N_P,"('insufficient_LE', 'low_S', 'N_WA')",0.126,0.996,1.017
N_WA,"('insufficient_LE', 'low_S', 'N_P')",0.126,0.899,1.05
N_WA,"('insufficient_LE', 'low_S')",0.127,0.899,1.051
N_P,"('insufficient_LE', 'low_S')",0.141,0.996,1.018
N_P,"('insufficient_LE', 'standard_H', 'N_WA')",0.134,0.985,1.006
N_WA,"('insufficient_LE', 'standard_H', 'N_P')",0.134,0.897,1.049
N_WA,"('insufficient_LE', 'standard_H')",0.137,0.898,1.05
N_P,"('insufficient_LE', 'standard_H')",0.15,0.986,1.007
N_P,"('insufficient_LE', 'intensive_H')",0.106,0.992,1.013
N_P,"('insufficient_LE', 'N_L')",0.103,0.977,0.998
N_P,"('insufficient_LE', 'N_WA')",0.23,0.989,1.01
N_WA,"('insufficient_LE', 'N_P')",0.23,0.9,1.052
N_WA,"('insufficient_LE',)",0.233,0.9,1.052
N_P,"('insufficient_LE',)",0.256,0.988,1.01
N_P,"('good_LE', 'medium_SL', 'N_L')",0.102,0.981,1.002
N_L,"('good_LE', 'medium_SL', 'N_P')",0.102,0.981,1.288
N_L,"('good_LE', 'medium_SL')",0.104,0.982,1.288
N_P,"('good_LE', 'medium_SL')",0.104,0.981,1.002
N_P,"('good_LE', '3_T', 'N_L')",0.108,0.979,1.001
N_L,"('good_LE', '3_T', 'N_P')",0.108,0.988,1.297
N_L,"('good_LE', '3_T')",0.11,0.989,1.298
N_P,"('good_LE', '3_T')",0.109,0.98,1.001
N_P,"('good_LE', 'medium_S', 'N_L')",0.108,0.971,0.992
N_L,"('good_LE', 'medium_S', 'N_P')",0.108,0.954,1.252
N_L,"('good_LE', 'medium_S')",0.112,0.955,1.254
N_P,"('good_LE', 'medium_S')",0.114,0.972,0.993
N_P,"('good_LE', 'high_SL', 'N_L', 'N_WA')",0.113,0.978,0.999
N_WA,"('good_LE', 'high_SL', 'N_L', 'N_P')",0.113,0.824,0.963
N_L,"('good_LE', 'high_SL', 'N_WA', 'N_P')",0.113,0.885,1.161
N_WA,"('good_LE', 'high_SL', 'N_L')",0.116,0.821,0.96
N_L,"('good_LE', 'high_SL', 'N_WA')",0.116,0.887,1.164
N_P,"('good_LE', 'high_SL', 'N_L')",0.137,0.975,0.996
N_L,"('good_LE', 'high_SL', 'N_P')",0.137,0.898,1.179
N_L,"('good_LE', 'high_SL')",0.141,0.901,1.182
N_P,"('good_LE', 'high_SL', 'N_WA')",0.128,0.98,1.001
N_WA,"('good_LE', 'high_SL', 'N_P')",0.128,0.836,0.978
N_WA,"('good_LE', 'high_SL')",0.13,0.834,0.975
N_P,"('good_LE', 'high_SL')",0.153,0.977,0.999
N_P,"('good_LE', 'low_S', 'N_L')",0.108,0.993,1.014
N_L,"('good_LE', 'low_S', 'N_P')",0.108,0.902,1.183
N_L,"('good_LE', 'low_S')",0.108,0.902,1.184
N_P,"('good_LE', 'low_S')",0.119,0.993,1.015
N_P,"('good_LE', 'standard_H', 'N_L')",0.12,0.984,1.005
N_L,"('good_LE', 'standard_H', 'N_P')",0.12,0.982,1.289
N_L,"('good_LE', 'standard_H')",0.122,0.982,1.289
N_P,"('good_LE', 'standard_H', 'N_WA')",0.1,0.986,1.007
N_WA,"('good_LE', 'standard_H', 'N_P')",0.1,0.821,0.96
N_WA,"('good_LE', 'standard_H')",0.102,0.82,0.958
N_P,"('good_LE', 'standard_H')",0.122,0.984,1.005
N_WA,"('good_LE', 'intensive_H', 'N_L')",0.101,0.823,0.962
N_L,"('good_LE', 'intensive_H', 'N_WA')",0.101,0.874,1.147
N_P,"('good_LE', 'intensive_H', 'N_L')",0.119,0.971,0.992
N_L,"('good_LE', 'intensive_H', 'N_P')",0.119,0.886,1.163
N_L,"('good_LE', 'intensive_H')",0.123,0.889,1.167
N_P,"('good_LE', 'intensive_H', 'N_WA')",0.113,0.98,1.002
N_WA,"('good_LE', 'intensive_H', 'N_P')",0.113,0.843,0.985
N_WA,"('good_LE', 'intensive_H')",0.115,0.838,0.979
N_P,"('good_LE', 'intensive_H')",0.134,0.974,0.996
N_P,"('good_LE', 'N_L', 'N_WA')",0.197,0.981,1.003
N_WA,"('good_LE', 'N_L', 'N_P')",0.197,0.823,0.963
N_L,"('good_LE', 'N_WA', 'N_P')",0.197,0.922,1.21
N_WA,"('good_LE', 'N_L')",0.201,0.82,0.959
N_L,"('good_LE', 'N_WA')",0.201,0.923,1.212
N_P,"('good_LE', 'N_L')",0.239,0.977,0.999
N_L,"('good_LE', 'N_P')",0.239,0.932,1.223
N_L,"('good_LE',)",0.245,0.933,1.225
N_P,"('good_LE', 'N_WA')",0.213,0.983,1.004
N_WA,"('good_LE', 'N_P')",0.213,0.832,0.973
N_WA,"('good_LE',)",0.217,0.829,0.969
