Consequent,Antecedent,Supp,Conf,Lift
medium_SL,"('sufficient_LE', 'N_WA')",0.13,1.0,2.65
N_P,"('sufficient_LE', 'medium_SL')",0.15,0.97,0.99
medium_SL,"('sufficient_LE', 'N_P')",0.15,1.0,2.65
medium_SL,"('sufficient_LE',)",0.15,1.0,2.65
N_P,"('sufficient_LE', 'N_L', 'N_WA')",0.11,0.97,0.99
N_WA,"('sufficient_LE', 'N_L', 'N_P')",0.11,0.83,0.98
N_L,"('sufficient_LE', 'N_WA', 'N_P')",0.11,0.86,1.13
N_WA,"('sufficient_LE', 'N_L')",0.11,0.83,0.97
N_L,"('sufficient_LE', 'N_WA')",0.11,0.86,1.13
N_P,"('sufficient_LE', 'N_L')",0.13,0.97,0.99
N_L,"('sufficient_LE', 'N_P')",0.13,0.87,1.15
N_L,"('sufficient_LE',)",0.13,0.88,1.15
N_P,"('sufficient_LE', 'N_WA')",0.12,0.97,1.0
N_WA,"('sufficient_LE', 'N_P')",0.12,0.85,0.99
N_WA,"('sufficient_LE',)",0.13,0.84,0.99
N_P,"('sufficient_LE',)",0.15,0.97,0.99
N_P,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'standard_H')",0.1,0.99,1.01
standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'N_P')",0.1,1.0,2.0
3_T,"('2_NP', 'Y_L', 'medium_SL', 'standard_H', 'N_P')",0.1,0.99,2.31
medium_SL,"('2_NP', 'Y_L', '3_T', 'standard_H', 'N_P')",0.1,1.0,2.64
Y_L,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.1,0.92,3.88
2_NP,"('Y_L', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.1,1.0,6.26
standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T')",0.1,1.0,2.0
3_T,"('2_NP', 'Y_L', 'medium_SL', 'standard_H')",0.1,0.99,2.31
medium_SL,"('2_NP', 'Y_L', '3_T', 'standard_H')",0.1,1.0,2.64
Y_L,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.1,0.92,3.88
2_NP,"('Y_L', 'medium_SL', '3_T', 'standard_H')",0.1,1.0,6.26
N_P,"('2_NP', 'Y_L', 'medium_SL', '3_T')",0.1,0.99,1.01
3_T,"('2_NP', 'Y_L', 'medium_SL', 'N_P')",0.1,0.98,2.29
medium_SL,"('2_NP', 'Y_L', '3_T', 'N_P')",0.1,0.99,2.62
Y_L,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.1,0.9,3.78
2_NP,"('Y_L', 'medium_SL', '3_T', 'N_P')",0.1,0.99,6.19
3_T,"('2_NP', 'Y_L', 'medium_SL')",0.1,0.99,2.29
medium_SL,"('2_NP', 'Y_L', '3_T')",0.1,0.99,2.62
Y_L,"('2_NP', 'medium_SL', '3_T')",0.1,0.9,3.78
2_NP,"('Y_L', 'medium_SL', '3_T')",0.1,0.99,6.19
N_P,"('2_NP', 'Y_L', 'medium_SL', 'standard_H')",0.1,0.99,1.01
standard_H,"('2_NP', 'Y_L', 'medium_SL', 'N_P')",0.1,0.99,1.99
medium_SL,"('2_NP', 'Y_L', 'standard_H', 'N_P')",0.1,0.99,2.63
Y_L,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.1,0.84,3.53
2_NP,"('Y_L', 'medium_SL', 'standard_H', 'N_P')",0.1,0.98,6.14
standard_H,"('2_NP', 'Y_L', 'medium_SL')",0.1,0.99,1.99
medium_SL,"('2_NP', 'Y_L', 'standard_H')",0.1,0.99,2.63
Y_L,"('2_NP', 'medium_SL', 'standard_H')",0.1,0.84,3.51
2_NP,"('Y_L', 'medium_SL', 'standard_H')",0.1,0.98,6.14
N_P,"('2_NP', 'Y_L', 'medium_SL')",0.1,0.99,1.01
medium_SL,"('2_NP', 'Y_L', 'N_P')",0.1,0.98,2.6
Y_L,"('2_NP', 'medium_SL', 'N_P')",0.1,0.79,3.32
2_NP,"('Y_L', 'medium_SL', 'N_P')",0.1,0.94,5.88
medium_SL,"('2_NP', 'Y_L')",0.1,0.98,2.6
Y_L,"('2_NP', 'medium_SL')",0.1,0.78,3.3
2_NP,"('Y_L', 'medium_SL')",0.1,0.94,5.88
N_P,"('2_NP', 'Y_L', '3_T', 'standard_H')",0.1,0.99,1.01
standard_H,"('2_NP', 'Y_L', '3_T', 'N_P')",0.1,0.99,1.99
3_T,"('2_NP', 'Y_L', 'standard_H', 'N_P')",0.1,0.99,2.3
Y_L,"('2_NP', '3_T', 'standard_H', 'N_P')",0.1,0.88,3.7
2_NP,"('Y_L', '3_T', 'standard_H', 'N_P')",0.1,0.99,6.2
standard_H,"('2_NP', 'Y_L', '3_T')",0.1,0.99,1.99
3_T,"('2_NP', 'Y_L', 'standard_H')",0.1,0.99,2.3
Y_L,"('2_NP', '3_T', 'standard_H')",0.1,0.88,3.7
2_NP,"('Y_L', '3_T', 'standard_H')",0.1,0.99,6.19
N_P,"('2_NP', 'Y_L', '3_T')",0.1,0.99,1.01
3_T,"('2_NP', 'Y_L', 'N_P')",0.1,0.97,2.27
Y_L,"('2_NP', '3_T', 'N_P')",0.1,0.82,3.46
2_NP,"('Y_L', '3_T', 'N_P')",0.1,0.96,6.06
3_T,"('2_NP', 'Y_L')",0.1,0.98,2.27
Y_L,"('2_NP', '3_T')",0.1,0.82,3.46
2_NP,"('Y_L', '3_T')",0.1,0.96,6.05
N_P,"('2_NP', 'Y_L', 'standard_H')",0.1,0.99,1.01
standard_H,"('2_NP', 'Y_L', 'N_P')",0.1,0.98,1.97
Y_L,"('2_NP', 'standard_H', 'N_P')",0.1,0.76,3.18
2_NP,"('Y_L', 'standard_H', 'N_P')",0.1,0.93,5.83
standard_H,"('2_NP', 'Y_L')",0.1,0.98,1.97
Y_L,"('2_NP', 'standard_H')",0.1,0.75,3.16
2_NP,"('Y_L', 'standard_H')",0.1,0.93,5.82
N_P,"('2_NP', 'Y_L')",0.1,0.99,1.01
Y_L,"('2_NP', 'N_P')",0.1,0.66,2.78
Y_L,"('2_NP',)",0.1,0.66,2.76
insufficient_LE,"('2_NP',)",0.1,0.63,2.43
N_P,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.1,0.99,1.01
N_WA,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.1,0.95,1.11
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.1,0.98,1.96
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.1,0.91,2.11
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_WA', 'N_P')",0.1,0.96,2.54
2_NP,"('medium_SL', '3_T', 'standard_H', 'N_WA', 'N_P')",0.1,0.7,4.4
N_WA,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.1,0.95,1.11
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.1,0.98,1.96
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.1,0.91,2.11
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_WA')",0.1,0.96,2.54
2_NP,"('medium_SL', '3_T', 'standard_H', 'N_WA')",0.1,0.7,4.38
N_P,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.11,0.99,1.01
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.11,0.97,1.95
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.11,0.9,2.1
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_P')",0.11,0.95,2.52
2_NP,"('medium_SL', '3_T', 'standard_H', 'N_P')",0.11,0.67,4.18
standard_H,"('2_NP', 'medium_SL', '3_T')",0.11,0.97,1.95
3_T,"('2_NP', 'medium_SL', 'standard_H')",0.11,0.9,2.09
medium_SL,"('2_NP', '3_T', 'standard_H')",0.11,0.95,2.52
2_NP,"('medium_SL', '3_T', 'standard_H')",0.11,0.66,4.17
N_P,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.1,0.99,1.01
N_WA,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.1,0.94,1.1
3_T,"('2_NP', 'medium_SL', 'N_WA', 'N_P')",0.1,0.87,2.04
medium_SL,"('2_NP', '3_T', 'N_WA', 'N_P')",0.1,0.92,2.43
2_NP,"('medium_SL', '3_T', 'N_WA', 'N_P')",0.1,0.55,3.46
N_WA,"('2_NP', 'medium_SL', '3_T')",0.11,0.94,1.1
3_T,"('2_NP', 'medium_SL', 'N_WA')",0.11,0.87,2.03
medium_SL,"('2_NP', '3_T', 'N_WA')",0.11,0.92,2.43
2_NP,"('medium_SL', '3_T', 'N_WA')",0.11,0.55,3.44
N_P,"('2_NP', 'medium_SL', '3_T')",0.11,0.99,1.01
3_T,"('2_NP', 'medium_SL', 'N_P')",0.11,0.86,2.01
medium_SL,"('2_NP', '3_T', 'N_P')",0.11,0.91,2.41
2_NP,"('medium_SL', '3_T', 'N_P')",0.11,0.52,3.24
3_T,"('2_NP', 'medium_SL')",0.11,0.86,2.0
medium_SL,"('2_NP', '3_T')",0.11,0.91,2.41
2_NP,"('medium_SL', '3_T')",0.11,0.51,3.23
N_P,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.11,0.99,1.01
N_WA,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.11,0.94,1.1
standard_H,"('2_NP', 'medium_SL', 'N_WA', 'N_P')",0.11,0.94,1.89
medium_SL,"('2_NP', 'standard_H', 'N_WA', 'N_P')",0.11,0.91,2.4
2_NP,"('medium_SL', 'standard_H', 'N_WA', 'N_P')",0.11,0.52,3.27
N_WA,"('2_NP', 'medium_SL', 'standard_H')",0.11,0.94,1.09
standard_H,"('2_NP', 'medium_SL', 'N_WA')",0.11,0.94,1.89
medium_SL,"('2_NP', 'standard_H', 'N_WA')",0.11,0.91,2.39
2_NP,"('medium_SL', 'standard_H', 'N_WA')",0.11,0.52,3.24
N_P,"('2_NP', 'medium_SL', 'standard_H')",0.12,0.99,1.01
standard_H,"('2_NP', 'medium_SL', 'N_P')",0.12,0.93,1.87
medium_SL,"('2_NP', 'standard_H', 'N_P')",0.12,0.9,2.37
standard_H,"('2_NP', 'medium_SL')",0.12,0.93,1.87
medium_SL,"('2_NP', 'standard_H')",0.12,0.9,2.37
N_P,"('2_NP', 'medium_SL', 'N_WA')",0.12,0.99,1.01
N_WA,"('2_NP', 'medium_SL', 'N_P')",0.12,0.93,1.09
medium_SL,"('2_NP', 'N_WA', 'N_P')",0.12,0.84,2.22
N_WA,"('2_NP', 'medium_SL')",0.12,0.93,1.08
medium_SL,"('2_NP', 'N_WA')",0.12,0.84,2.22
N_P,"('2_NP', 'medium_SL')",0.13,0.99,1.01
medium_SL,"('2_NP', 'N_P')",0.13,0.82,2.17
medium_SL,"('2_NP',)",0.13,0.82,2.17
N_P,"('2_NP', '3_T', 'standard_H', 'N_WA')",0.11,0.99,1.01
N_WA,"('2_NP', '3_T', 'standard_H', 'N_P')",0.11,0.94,1.1
standard_H,"('2_NP', '3_T', 'N_WA', 'N_P')",0.11,0.93,1.88
3_T,"('2_NP', 'standard_H', 'N_WA', 'N_P')",0.11,0.86,2.0
N_WA,"('2_NP', '3_T', 'standard_H')",0.11,0.94,1.1
standard_H,"('2_NP', '3_T', 'N_WA')",0.11,0.93,1.88
3_T,"('2_NP', 'standard_H', 'N_WA')",0.11,0.85,1.99
N_P,"('2_NP', '3_T', 'standard_H')",0.11,0.99,1.01
standard_H,"('2_NP', '3_T', 'N_P')",0.11,0.93,1.86
3_T,"('2_NP', 'standard_H', 'N_P')",0.11,0.85,1.97
standard_H,"('2_NP', '3_T')",0.11,0.93,1.86
3_T,"('2_NP', 'standard_H')",0.11,0.84,1.96
N_P,"('2_NP', '3_T', 'N_WA')",0.11,0.99,1.01
N_WA,"('2_NP', '3_T', 'N_P')",0.11,0.93,1.09
3_T,"('2_NP', 'N_WA', 'N_P')",0.11,0.8,1.86
N_WA,"('2_NP', '3_T')",0.12,0.93,1.09
3_T,"('2_NP', 'N_WA')",0.12,0.8,1.86
N_P,"('2_NP', '3_T')",0.12,0.99,1.01
3_T,"('2_NP', 'N_P')",0.12,0.78,1.82
3_T,"('2_NP',)",0.12,0.78,1.81
N_P,"('2_NP', 'standard_H', 'N_WA')",0.12,0.99,1.01
N_WA,"('2_NP', 'standard_H', 'N_P')",0.12,0.93,1.09
standard_H,"('2_NP', 'N_WA', 'N_P')",0.12,0.87,1.75
N_WA,"('2_NP', 'standard_H')",0.13,0.93,1.08
standard_H,"('2_NP', 'N_WA')",0.13,0.87,1.75
N_P,"('2_NP', 'standard_H')",0.13,0.99,1.01
standard_H,"('2_NP', 'N_P')",0.13,0.85,1.72
standard_H,"('2_NP',)",0.14,0.85,1.71
N_P,"('2_NP', 'N_WA')",0.14,0.99,1.01
N_WA,"('2_NP', 'N_P')",0.14,0.91,1.07
N_WA,"('2_NP',)",0.14,0.91,1.06
N_P,"('2_NP',)",0.16,0.98,1.01
N_P,"('4_T', 'intensive_H')",0.11,0.99,1.01
intensive_H,"('4_T', 'N_P')",0.11,0.65,1.3
intensive_H,"('4_T',)",0.11,0.65,1.3
N_P,"('4_T', 'N_L')",0.11,0.98,1.0
N_L,"('4_T', 'N_P')",0.11,0.65,0.85
N_L,"('4_T',)",0.11,0.65,0.86
N_P,"('4_T', 'N_WA')",0.15,0.99,1.01
N_WA,"('4_T', 'N_P')",0.15,0.88,1.03
N_WA,"('4_T',)",0.15,0.88,1.02
N_P,"('4_T',)",0.17,0.99,1.01
N_P,"('1_D', 'N_L', 'N_WA')",0.11,0.99,1.01
N_WA,"('1_D', 'N_L', 'N_P')",0.11,0.83,0.97
N_L,"('1_D', 'N_WA', 'N_P')",0.11,0.71,0.94
N_WA,"('1_D', 'N_L')",0.11,0.83,0.97
N_L,"('1_D', 'N_WA')",0.11,0.72,0.94
N_P,"('1_D', 'N_L')",0.13,0.99,1.01
N_L,"('1_D', 'N_P')",0.13,0.74,0.97
N_L,"('1_D',)",0.13,0.74,0.98
N_P,"('1_D', 'N_WA')",0.15,0.99,1.01
N_WA,"('1_D', 'N_P')",0.15,0.86,1.01
N_WA,"('1_D',)",0.16,0.86,1.01
N_P,"('1_D',)",0.18,0.99,1.01
N_WA,"('5_NP', 'high_SL')",0.1,0.86,1.01
high_SL,"('5_NP', 'N_WA')",0.1,0.64,1.33
N_P,"('5_NP', 'high_SL')",0.11,0.98,1.0
high_SL,"('5_NP', 'N_P')",0.11,0.63,1.3
high_SL,"('5_NP',)",0.12,0.63,1.31
N_P,"('5_NP', 'intensive_H')",0.11,0.98,1.0
intensive_H,"('5_NP', 'N_P')",0.11,0.62,1.24
intensive_H,"('5_NP',)",0.11,0.62,1.24
N_P,"('5_NP', 'N_L', 'N_WA')",0.11,0.98,1.0
N_WA,"('5_NP', 'N_L', 'N_P')",0.11,0.82,0.96
N_L,"('5_NP', 'N_WA', 'N_P')",0.11,0.75,0.98
N_WA,"('5_NP', 'N_L')",0.12,0.82,0.96
N_L,"('5_NP', 'N_WA')",0.12,0.75,0.99
N_P,"('5_NP', 'N_L')",0.14,0.98,1.0
N_L,"('5_NP', 'N_P')",0.14,0.77,1.02
N_L,"('5_NP',)",0.14,0.78,1.02
N_P,"('5_NP', 'N_WA')",0.15,0.98,1.0
N_WA,"('5_NP', 'N_P')",0.15,0.85,0.99
N_WA,"('5_NP',)",0.16,0.85,0.99
N_P,"('5_NP',)",0.18,0.98,1.0
N_P,"('2_T', 'high_SL', 'N_L', 'N_WA')",0.1,0.98,1.0
N_WA,"('2_T', 'high_SL', 'N_L', 'N_P')",0.1,0.82,0.95
N_L,"('2_T', 'high_SL', 'N_WA', 'N_P')",0.1,0.99,1.3
high_SL,"('2_T', 'N_L', 'N_WA', 'N_P')",0.1,0.58,1.19
N_WA,"('2_T', 'high_SL', 'N_L')",0.1,0.82,0.95
N_L,"('2_T', 'high_SL', 'N_WA')",0.1,0.99,1.3
high_SL,"('2_T', 'N_L', 'N_WA')",0.1,0.58,1.2
N_P,"('2_T', 'high_SL', 'N_L')",0.12,0.98,1.0
N_L,"('2_T', 'high_SL', 'N_P')",0.12,0.99,1.3
high_SL,"('2_T', 'N_L', 'N_P')",0.12,0.59,1.21
N_L,"('2_T', 'high_SL')",0.12,0.99,1.3
high_SL,"('2_T', 'N_L')",0.12,0.59,1.21
N_P,"('2_T', 'high_SL', 'N_WA')",0.1,0.98,1.0
N_WA,"('2_T', 'high_SL', 'N_P')",0.1,0.82,0.96
high_SL,"('2_T', 'N_WA', 'N_P')",0.1,0.57,1.18
N_WA,"('2_T', 'high_SL')",0.1,0.82,0.96
high_SL,"('2_T', 'N_WA')",0.1,0.57,1.18
N_P,"('2_T', 'high_SL')",0.12,0.98,1.0
high_SL,"('2_T', 'N_P')",0.12,0.58,1.2
high_SL,"('2_T',)",0.13,0.58,1.2
N_L,"('2_T', 'low_S')",0.1,0.99,1.29
N_P,"('2_T', 'low_S')",0.1,0.99,1.02
N_P,"('2_T', 'standard_H', 'N_L')",0.1,0.99,1.01
N_L,"('2_T', 'standard_H', 'N_P')",0.1,0.98,1.29
standard_H,"('2_T', 'N_L', 'N_P')",0.1,0.5,1.01
N_L,"('2_T', 'standard_H')",0.11,0.98,1.29
N_P,"('2_T', 'standard_H')",0.11,0.99,1.01
standard_H,"('2_T', 'N_P')",0.11,0.5,1.01
N_P,"('2_T', 'intensive_H', 'N_L')",0.1,0.98,1.0
N_L,"('2_T', 'intensive_H', 'N_P')",0.1,0.98,1.29
N_L,"('2_T', 'intensive_H')",0.11,0.98,1.29
intensive_H,"('2_T', 'N_L')",0.11,0.5,1.0
N_P,"('2_T', 'intensive_H')",0.11,0.98,1.0
intensive_H,"('2_T',)",0.11,0.5,1.0
N_P,"('2_T', 'N_L', 'N_WA')",0.17,0.98,1.0
N_WA,"('2_T', 'N_L', 'N_P')",0.17,0.83,0.97
N_L,"('2_T', 'N_WA', 'N_P')",0.17,0.98,1.29
N_WA,"('2_T', 'N_L')",0.18,0.83,0.96
N_L,"('2_T', 'N_WA')",0.18,0.98,1.29
N_P,"('2_T', 'N_L')",0.21,0.98,1.0
N_L,"('2_T', 'N_P')",0.21,0.98,1.29
N_L,"('2_T',)",0.21,0.98,1.29
N_P,"('2_T', 'N_WA')",0.18,0.98,1.0
N_WA,"('2_T', 'N_P')",0.18,0.83,0.97
N_WA,"('2_T',)",0.18,0.83,0.97
N_P,"('2_T',)",0.21,0.98,1.0
N_P,"('Y_L', 'insufficient_LE', 'N_WA')",0.15,1.0,1.02
N_WA,"('Y_L', 'insufficient_LE', 'N_P')",0.15,0.95,1.11
insufficient_LE,"('Y_L', 'N_WA', 'N_P')",0.15,0.65,2.5
Y_L,"('insufficient_LE', 'N_WA', 'N_P')",0.15,0.63,2.66
N_WA,"('Y_L', 'insufficient_LE')",0.15,0.95,1.11
insufficient_LE,"('Y_L', 'N_WA')",0.15,0.65,2.5
Y_L,"('insufficient_LE', 'N_WA')",0.15,0.63,2.64
N_P,"('Y_L', 'insufficient_LE')",0.15,1.0,1.02
insufficient_LE,"('Y_L', 'N_P')",0.15,0.65,2.5
Y_L,"('insufficient_LE', 'N_P')",0.15,0.6,2.51
insufficient_LE,"('Y_L',)",0.15,0.65,2.49
Y_L,"('insufficient_LE',)",0.15,0.59,2.49
N_P,"('Y_L', 'medium_SL', '3_T', 'standard_H')",0.1,0.99,1.01
standard_H,"('Y_L', 'medium_SL', '3_T', 'N_P')",0.1,0.99,1.98
3_T,"('Y_L', 'medium_SL', 'standard_H', 'N_P')",0.1,0.97,2.26
medium_SL,"('Y_L', '3_T', 'standard_H', 'N_P')",0.1,0.99,2.62
Y_L,"('medium_SL', '3_T', 'standard_H', 'N_P')",0.1,0.62,2.6
standard_H,"('Y_L', 'medium_SL', '3_T')",0.1,0.99,1.98
3_T,"('Y_L', 'medium_SL', 'standard_H')",0.1,0.97,2.27
medium_SL,"('Y_L', '3_T', 'standard_H')",0.1,0.99,2.61
Y_L,"('medium_SL', '3_T', 'standard_H')",0.1,0.62,2.59
N_P,"('Y_L', 'medium_SL', '3_T')",0.1,0.99,1.01
3_T,"('Y_L', 'medium_SL', 'N_P')",0.1,0.94,2.18
medium_SL,"('Y_L', '3_T', 'N_P')",0.1,0.97,2.57
3_T,"('Y_L', 'medium_SL')",0.1,0.94,2.18
medium_SL,"('Y_L', '3_T')",0.1,0.97,2.57
N_P,"('Y_L', 'medium_SL', 'standard_H')",0.1,0.99,1.01
standard_H,"('Y_L', 'medium_SL', 'N_P')",0.1,0.95,1.91
medium_SL,"('Y_L', 'standard_H', 'N_P')",0.1,0.94,2.5
standard_H,"('Y_L', 'medium_SL')",0.1,0.95,1.91
medium_SL,"('Y_L', 'standard_H')",0.1,0.94,2.49
N_P,"('Y_L', 'medium_SL', 'N_WA')",0.1,0.99,1.02
N_WA,"('Y_L', 'medium_SL', 'N_P')",0.1,0.96,1.12
N_WA,"('Y_L', 'medium_SL')",0.1,0.95,1.12
N_P,"('Y_L', 'medium_SL')",0.11,0.99,1.01
N_P,"('Y_L', '3_T', 'standard_H')",0.1,0.99,1.01
standard_H,"('Y_L', '3_T', 'N_P')",0.1,0.97,1.95
3_T,"('Y_L', 'standard_H', 'N_P')",0.1,0.93,2.16
standard_H,"('Y_L', '3_T')",0.1,0.97,1.95
3_T,"('Y_L', 'standard_H')",0.1,0.93,2.16
N_P,"('Y_L', '3_T', 'N_WA')",0.1,0.99,1.01
N_WA,"('Y_L', '3_T', 'N_P')",0.1,0.95,1.12
N_WA,"('Y_L', '3_T')",0.1,0.95,1.11
N_P,"('Y_L', '3_T')",0.1,0.99,1.01
N_P,"('Y_L', 'low_S', 'N_WA')",0.14,0.99,1.02
N_WA,"('Y_L', 'low_S', 'N_P')",0.14,0.96,1.12
low_S,"('Y_L', 'N_WA', 'N_P')",0.14,0.61,1.25
N_WA,"('Y_L', 'low_S')",0.14,0.96,1.12
low_S,"('Y_L', 'N_WA')",0.14,0.61,1.25
N_P,"('Y_L', 'low_S')",0.14,0.99,1.02
low_S,"('Y_L', 'N_P')",0.14,0.61,1.25
low_S,"('Y_L',)",0.14,0.61,1.25
N_P,"('Y_L', 'standard_H', 'N_WA')",0.1,0.99,1.01
N_WA,"('Y_L', 'standard_H', 'N_P')",0.1,0.95,1.11
N_WA,"('Y_L', 'standard_H')",0.11,0.95,1.11
N_P,"('Y_L', 'standard_H')",0.11,0.99,1.01
N_P,"('Y_L', 'intensive_H', 'N_WA')",0.12,1.0,1.02
N_WA,"('Y_L', 'intensive_H', 'N_P')",0.12,0.95,1.11
intensive_H,"('Y_L', 'N_WA', 'N_P')",0.12,0.54,1.07
N_WA,"('Y_L', 'intensive_H')",0.12,0.95,1.11
intensive_H,"('Y_L', 'N_WA')",0.12,0.54,1.07
N_P,"('Y_L', 'intensive_H')",0.13,1.0,1.02
intensive_H,"('Y_L', 'N_P')",0.13,0.54,1.07
intensive_H,"('Y_L',)",0.13,0.54,1.07
N_P,"('Y_L', 'N_WA')",0.23,1.0,1.02
N_WA,"('Y_L', 'N_P')",0.23,0.95,1.11
N_WA,"('Y_L',)",0.23,0.95,1.11
N_P,"('Y_L',)",0.24,0.99,1.02
N_P,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.1,0.99,1.01
N_WA,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.1,0.93,1.09
standard_H,"('insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.1,0.92,1.85
medium_SL,"('insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.1,0.77,2.03
N_WA,"('insufficient_LE', 'medium_SL', 'standard_H')",0.1,0.93,1.09
standard_H,"('insufficient_LE', 'medium_SL', 'N_WA')",0.1,0.92,1.85
medium_SL,"('insufficient_LE', 'standard_H', 'N_WA')",0.1,0.76,2.02
N_P,"('insufficient_LE', 'medium_SL', 'standard_H')",0.11,0.99,1.01
standard_H,"('insufficient_LE', 'medium_SL', 'N_P')",0.11,0.92,1.84
medium_SL,"('insufficient_LE', 'standard_H', 'N_P')",0.11,0.74,1.95
standard_H,"('insufficient_LE', 'medium_SL')",0.11,0.92,1.84
medium_SL,"('insufficient_LE', 'standard_H')",0.11,0.74,1.95
N_P,"('insufficient_LE', 'medium_SL', 'N_WA')",0.11,0.99,1.01
N_WA,"('insufficient_LE', 'medium_SL', 'N_P')",0.11,0.92,1.08
N_WA,"('insufficient_LE', 'medium_SL')",0.11,0.92,1.08
N_P,"('insufficient_LE', 'medium_SL')",0.12,0.99,1.01
N_P,"('insufficient_LE', '3_T', 'standard_H')",0.1,0.99,1.01
