Consequent,Antecedent,Supp,Conf,Lift
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.053,0.885,5.558
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.053,0.952,1.113
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.053,0.988,1.984
low_S,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.053,0.6,1.231
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA')",0.053,0.973,2.574
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_WA')",0.053,0.792,3.057
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_WA')",0.053,0.885,5.561
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.055,0.996,1.018
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.055,0.985,1.978
low_S,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.055,0.602,1.234
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.055,0.965,2.553
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.055,0.786,3.033
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.055,0.867,5.444
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.056,0.985,1.978
low_S,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.056,0.599,1.228
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H')",0.056,0.965,2.554
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'standard_H')",0.056,0.783,3.021
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'standard_H')",0.056,0.867,5.446
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.053,0.996,1.018
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.053,0.949,1.11
low_S,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.053,0.602,1.233
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA', 'N_P')",0.053,0.959,2.538
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.053,0.765,2.952
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.053,0.839,5.269
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.054,0.949,1.11
low_S,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.054,0.599,1.229
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA')",0.054,0.959,2.538
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'N_WA')",0.054,0.764,2.949
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.054,0.839,5.272
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.056,0.996,1.018
low_S,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.056,0.6,1.23
medium_SL,"('2_NP', 'insufficient_LE', 'low_S', 'N_P')",0.056,0.948,2.509
insufficient_LE,"('2_NP', 'medium_SL', 'low_S', 'N_P')",0.056,0.756,2.918
2_NP,"('insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.056,0.82,5.153
low_S,"('2_NP', 'insufficient_LE', 'medium_SL')",0.057,0.597,1.224
medium_SL,"('2_NP', 'insufficient_LE', 'low_S')",0.057,0.949,2.509
insufficient_LE,"('2_NP', 'medium_SL', 'low_S')",0.057,0.753,2.908
2_NP,"('insufficient_LE', 'medium_SL', 'low_S')",0.057,0.821,5.156
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.088,0.992,1.014
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.088,0.951,1.112
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.088,0.986,1.98
medium_SL,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.088,0.968,2.56
insufficient_LE,"('2_NP', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.088,0.775,2.993
2_NP,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.088,0.85,5.342
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.088,0.95,1.11
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.088,0.986,1.981
medium_SL,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA')",0.088,0.968,2.56
insufficient_LE,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.088,0.774,2.989
2_NP,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.088,0.847,5.317
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.092,0.991,1.013
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.092,0.982,1.972
medium_SL,"('2_NP', 'insufficient_LE', 'standard_H', 'N_P')",0.092,0.962,2.546
insufficient_LE,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.092,0.767,2.961
2_NP,"('insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.092,0.832,5.226
standard_H,"('2_NP', 'insufficient_LE', 'medium_SL')",0.093,0.982,1.972
medium_SL,"('2_NP', 'insufficient_LE', 'standard_H')",0.093,0.963,2.547
insufficient_LE,"('2_NP', 'medium_SL', 'standard_H')",0.093,0.763,2.947
2_NP,"('insufficient_LE', 'medium_SL', 'standard_H')",0.093,0.829,5.206
N_P,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.089,0.993,1.014
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.089,0.947,1.107
medium_SL,"('2_NP', 'insufficient_LE', 'N_WA', 'N_P')",0.089,0.949,2.512
insufficient_LE,"('2_NP', 'medium_SL', 'N_WA', 'N_P')",0.089,0.741,2.859
2_NP,"('insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.089,0.796,4.999
N_WA,"('2_NP', 'insufficient_LE', 'medium_SL')",0.09,0.946,1.106
medium_SL,"('2_NP', 'insufficient_LE', 'N_WA')",0.09,0.95,2.512
insufficient_LE,"('2_NP', 'medium_SL', 'N_WA')",0.09,0.74,2.857
2_NP,"('insufficient_LE', 'medium_SL', 'N_WA')",0.09,0.793,4.98
N_P,"('2_NP', 'insufficient_LE', 'medium_SL')",0.094,0.992,1.013
medium_SL,"('2_NP', 'insufficient_LE', 'N_P')",0.094,0.943,2.495
insufficient_LE,"('2_NP', 'medium_SL', 'N_P')",0.094,0.728,2.812
2_NP,"('insufficient_LE', 'medium_SL', 'N_P')",0.094,0.776,4.875
medium_SL,"('2_NP', 'insufficient_LE')",0.095,0.944,2.496
insufficient_LE,"('2_NP', 'medium_SL')",0.095,0.724,2.796
2_NP,"('insufficient_LE', 'medium_SL')",0.095,0.774,4.86
N_P,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA')",0.052,0.996,1.018
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.052,0.95,1.111
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.052,0.991,1.991
low_S,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_WA', 'N_P')",0.052,0.609,1.248
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.052,0.962,2.239
insufficient_LE,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.052,0.811,3.133
2_NP,"('insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.052,0.917,5.759
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.052,0.95,1.111
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.052,0.991,1.991
low_S,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.052,0.607,1.244
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA')",0.052,0.962,2.24
insufficient_LE,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_WA')",0.052,0.81,3.128
2_NP,"('insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA')",0.052,0.917,5.761
N_P,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.055,0.996,1.018
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.055,0.989,1.987
low_S,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.055,0.608,1.247
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.055,0.956,2.225
insufficient_LE,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_P')",0.055,0.809,3.122
2_NP,"('insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.055,0.895,5.619
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.055,0.989,1.987
low_S,"('2_NP', 'insufficient_LE', '3_T', 'standard_H')",0.055,0.606,1.243
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H')",0.055,0.956,2.226
insufficient_LE,"('2_NP', '3_T', 'low_S', 'standard_H')",0.055,0.805,3.109
2_NP,"('insufficient_LE', '3_T', 'low_S', 'standard_H')",0.055,0.895,5.622
N_P,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.053,0.996,1.018
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.053,0.948,1.109
low_S,"('2_NP', 'insufficient_LE', '3_T', 'N_WA', 'N_P')",0.053,0.609,1.249
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA', 'N_P')",0.053,0.945,2.2
insufficient_LE,"('2_NP', '3_T', 'low_S', 'N_WA', 'N_P')",0.053,0.775,2.99
2_NP,"('insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.053,0.859,5.393
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.053,0.949,1.109
low_S,"('2_NP', 'insufficient_LE', '3_T', 'N_WA')",0.053,0.607,1.245
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA')",0.053,0.945,2.2
insufficient_LE,"('2_NP', '3_T', 'low_S', 'N_WA')",0.053,0.774,2.987
2_NP,"('insufficient_LE', '3_T', 'low_S', 'N_WA')",0.053,0.859,5.396
N_P,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.056,0.996,1.018
low_S,"('2_NP', 'insufficient_LE', '3_T', 'N_P')",0.056,0.607,1.245
3_T,"('2_NP', 'insufficient_LE', 'low_S', 'N_P')",0.056,0.935,2.176
insufficient_LE,"('2_NP', '3_T', 'low_S', 'N_P')",0.056,0.769,2.97
2_NP,"('insufficient_LE', '3_T', 'low_S', 'N_P')",0.056,0.836,5.248
low_S,"('2_NP', 'insufficient_LE', '3_T')",0.056,0.605,1.241
3_T,"('2_NP', 'insufficient_LE', 'low_S')",0.056,0.935,2.177
insufficient_LE,"('2_NP', '3_T', 'low_S')",0.056,0.766,2.958
2_NP,"('insufficient_LE', '3_T', 'low_S')",0.056,0.836,5.251
N_P,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.086,0.993,1.015
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.086,0.949,1.11
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'N_WA', 'N_P')",0.086,0.992,1.992
3_T,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.086,0.947,2.205
insufficient_LE,"('2_NP', '3_T', 'standard_H', 'N_WA', 'N_P')",0.086,0.802,3.097
2_NP,"('insufficient_LE', '3_T', 'standard_H', 'N_WA', 'N_P')",0.086,0.891,5.598
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'standard_H')",0.086,0.949,1.11
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'N_WA')",0.086,0.992,1.992
3_T,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA')",0.086,0.947,2.204
insufficient_LE,"('2_NP', '3_T', 'standard_H', 'N_WA')",0.086,0.802,3.098
2_NP,"('insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.086,0.888,5.575
N_P,"('2_NP', 'insufficient_LE', '3_T', 'standard_H')",0.09,0.993,1.015
standard_H,"('2_NP', 'insufficient_LE', '3_T', 'N_P')",0.09,0.988,1.984
3_T,"('2_NP', 'insufficient_LE', 'standard_H', 'N_P')",0.09,0.944,2.197
insufficient_LE,"('2_NP', '3_T', 'standard_H', 'N_P')",0.09,0.795,3.07
2_NP,"('insufficient_LE', '3_T', 'standard_H', 'N_P')",0.09,0.873,5.48
standard_H,"('2_NP', 'insufficient_LE', '3_T')",0.091,0.988,1.984
3_T,"('2_NP', 'insufficient_LE', 'standard_H')",0.091,0.942,2.193
insufficient_LE,"('2_NP', '3_T', 'standard_H')",0.091,0.794,3.065
2_NP,"('insufficient_LE', '3_T', 'standard_H')",0.091,0.869,5.46
N_P,"('2_NP', 'insufficient_LE', '3_T', 'N_WA')",0.086,0.993,1.015
N_WA,"('2_NP', 'insufficient_LE', '3_T', 'N_P')",0.086,0.945,1.105
3_T,"('2_NP', 'insufficient_LE', 'N_WA', 'N_P')",0.086,0.924,2.151
insufficient_LE,"('2_NP', '3_T', 'N_WA', 'N_P')",0.086,0.756,2.92
2_NP,"('insufficient_LE', '3_T', 'N_WA', 'N_P')",0.086,0.825,5.179
N_WA,"('2_NP', 'insufficient_LE', '3_T')",0.087,0.946,1.106
3_T,"('2_NP', 'insufficient_LE', 'N_WA')",0.087,0.924,2.15
insufficient_LE,"('2_NP', '3_T', 'N_WA')",0.087,0.756,2.92
2_NP,"('insufficient_LE', '3_T', 'N_WA')",0.087,0.821,5.156
N_P,"('2_NP', 'insufficient_LE', '3_T')",0.091,0.993,1.015
3_T,"('2_NP', 'insufficient_LE', 'N_P')",0.091,0.919,2.139
insufficient_LE,"('2_NP', '3_T', 'N_P')",0.091,0.746,2.88
2_NP,"('insufficient_LE', '3_T', 'N_P')",0.091,0.805,5.057
3_T,"('2_NP', 'insufficient_LE')",0.092,0.918,2.136
insufficient_LE,"('2_NP', '3_T')",0.092,0.745,2.876
2_NP,"('insufficient_LE', '3_T')",0.092,0.802,5.037
N_P,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA')",0.054,0.996,1.018
N_WA,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.054,0.944,1.104
standard_H,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA', 'N_P')",0.054,0.974,1.956
low_S,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.054,0.599,1.229
insufficient_LE,"('2_NP', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.054,0.753,2.907
2_NP,"('insufficient_LE', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.054,0.718,4.513
N_WA,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H')",0.054,0.945,1.104
standard_H,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA')",0.054,0.974,1.956
low_S,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA')",0.054,0.597,1.224
insufficient_LE,"('2_NP', 'low_S', 'standard_H', 'N_WA')",0.054,0.75,2.894
2_NP,"('insufficient_LE', 'low_S', 'standard_H', 'N_WA')",0.054,0.718,4.509
N_P,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H')",0.057,0.997,1.018
standard_H,"('2_NP', 'insufficient_LE', 'low_S', 'N_P')",0.057,0.967,1.944
low_S,"('2_NP', 'insufficient_LE', 'standard_H', 'N_P')",0.057,0.6,1.231
insufficient_LE,"('2_NP', 'low_S', 'standard_H', 'N_P')",0.057,0.744,2.874
2_NP,"('insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.057,0.683,4.29
standard_H,"('2_NP', 'insufficient_LE', 'low_S')",0.058,0.968,1.944
low_S,"('2_NP', 'insufficient_LE', 'standard_H')",0.058,0.597,1.225
insufficient_LE,"('2_NP', 'low_S', 'standard_H')",0.058,0.739,2.854
2_NP,"('insufficient_LE', 'low_S', 'standard_H')",0.058,0.683,4.288
N_P,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA')",0.056,0.996,1.018
N_WA,"('2_NP', 'insufficient_LE', 'low_S', 'N_P')",0.056,0.938,1.097
low_S,"('2_NP', 'insufficient_LE', 'N_WA', 'N_P')",0.056,0.595,1.221
insufficient_LE,"('2_NP', 'low_S', 'N_WA', 'N_P')",0.056,0.685,2.646
N_WA,"('2_NP', 'insufficient_LE', 'low_S')",0.056,0.938,1.097
low_S,"('2_NP', 'insufficient_LE', 'N_WA')",0.056,0.593,1.216
insufficient_LE,"('2_NP', 'low_S', 'N_WA')",0.056,0.683,2.636
N_P,"('2_NP', 'insufficient_LE', 'low_S')",0.059,0.997,1.018
low_S,"('2_NP', 'insufficient_LE', 'N_P')",0.059,0.597,1.224
insufficient_LE,"('2_NP', 'low_S', 'N_P')",0.059,0.669,2.583
low_S,"('2_NP', 'insufficient_LE')",0.06,0.594,1.218
insufficient_LE,"('2_NP', 'low_S')",0.06,0.665,2.568
N_P,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA')",0.091,0.993,1.014
N_WA,"('2_NP', 'insufficient_LE', 'standard_H', 'N_P')",0.091,0.946,1.106
standard_H,"('2_NP', 'insufficient_LE', 'N_WA', 'N_P')",0.091,0.967,1.943
insufficient_LE,"('2_NP', 'standard_H', 'N_WA', 'N_P')",0.091,0.726,2.804
2_NP,"('insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.091,0.673,4.229
N_WA,"('2_NP', 'insufficient_LE', 'standard_H')",0.091,0.945,1.104
standard_H,"('2_NP', 'insufficient_LE', 'N_WA')",0.091,0.967,1.944
insufficient_LE,"('2_NP', 'standard_H', 'N_WA')",0.091,0.724,2.796
2_NP,"('insufficient_LE', 'standard_H', 'N_WA')",0.091,0.668,4.196
N_P,"('2_NP', 'insufficient_LE', 'standard_H')",0.096,0.992,1.013
standard_H,"('2_NP', 'insufficient_LE', 'N_P')",0.096,0.962,1.932
insufficient_LE,"('2_NP', 'standard_H', 'N_P')",0.096,0.714,2.758
2_NP,"('insufficient_LE', 'standard_H', 'N_P')",0.096,0.639,4.012
standard_H,"('2_NP', 'insufficient_LE')",0.097,0.962,1.933
insufficient_LE,"('2_NP', 'standard_H')",0.097,0.711,2.743
2_NP,"('insufficient_LE', 'standard_H')",0.097,0.635,3.987
N_P,"('2_NP', 'insufficient_LE', 'N_WA')",0.094,0.993,1.015
N_WA,"('2_NP', 'insufficient_LE', 'N_P')",0.094,0.94,1.099
insufficient_LE,"('2_NP', 'N_WA', 'N_P')",0.094,0.655,2.528
N_WA,"('2_NP', 'insufficient_LE')",0.094,0.94,1.098
insufficient_LE,"('2_NP', 'N_WA')",0.094,0.653,2.52
N_P,"('2_NP', 'insufficient_LE')",0.1,0.992,1.014
insufficient_LE,"('2_NP', 'N_P')",0.1,0.635,2.452
insufficient_LE,"('2_NP',)",0.1,0.63,2.433
N_P,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_WA')",0.062,0.995,1.016
N_WA,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.062,0.952,1.113
standard_H,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.062,0.981,1.971
low_S,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA', 'N_P')",0.062,0.605,1.241
3_T,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.062,0.932,2.169
medium_SL,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.062,0.965,2.552
2_NP,"('medium_SL', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.062,0.759,4.766
N_WA,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.062,0.949,1.11
standard_H,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.062,0.981,1.971
low_S,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.062,0.604,1.239
3_T,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_WA')",0.062,0.932,2.17
medium_SL,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_WA')",0.062,0.965,2.553
2_NP,"('medium_SL', '3_T', 'low_S', 'standard_H', 'N_WA')",0.062,0.759,4.764
N_P,"('2_NP', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.065,0.992,1.013
standard_H,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_P')",0.065,0.979,1.967
low_S,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.065,0.603,1.235
3_T,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.065,0.924,2.15
medium_SL,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_P')",0.065,0.96,2.539
2_NP,"('medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.065,0.728,4.571
standard_H,"('2_NP', 'medium_SL', '3_T', 'low_S')",0.066,0.979,1.967
low_S,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.066,0.602,1.235
3_T,"('2_NP', 'medium_SL', 'low_S', 'standard_H')",0.066,0.924,2.151
medium_SL,"('2_NP', '3_T', 'low_S', 'standard_H')",0.066,0.96,2.54
2_NP,"('medium_SL', '3_T', 'low_S', 'standard_H')",0.066,0.728,4.574
N_P,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.063,0.995,1.016
N_WA,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_P')",0.063,0.95,1.111
low_S,"('2_NP', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.063,0.603,1.236
3_T,"('2_NP', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.063,0.905,2.106
medium_SL,"('2_NP', '3_T', 'low_S', 'N_WA', 'N_P')",0.063,0.93,2.461
2_NP,"('medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.063,0.619,3.886
N_WA,"('2_NP', 'medium_SL', '3_T', 'low_S')",0.064,0.947,1.108
low_S,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.064,0.602,1.234
3_T,"('2_NP', 'medium_SL', 'low_S', 'N_WA')",0.064,0.905,2.107
medium_SL,"('2_NP', '3_T', 'low_S', 'N_WA')",0.064,0.931,2.462
2_NP,"('medium_SL', '3_T', 'low_S', 'N_WA')",0.064,0.619,3.888
N_P,"('2_NP', 'medium_SL', '3_T', 'low_S')",0.067,0.992,1.014
low_S,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.067,0.597,1.225
3_T,"('2_NP', 'medium_SL', 'low_S', 'N_P')",0.067,0.894,2.08
medium_SL,"('2_NP', '3_T', 'low_S', 'N_P')",0.067,0.922,2.44
2_NP,"('medium_SL', '3_T', 'low_S', 'N_P')",0.067,0.585,3.674
low_S,"('2_NP', 'medium_SL', '3_T')",0.067,0.597,1.225
3_T,"('2_NP', 'medium_SL', 'low_S')",0.067,0.894,2.082
medium_SL,"('2_NP', '3_T', 'low_S')",0.067,0.923,2.442
2_NP,"('medium_SL', '3_T', 'low_S')",0.067,0.584,3.669
N_P,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.103,0.993,1.014
N_WA,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.103,0.948,1.108
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.103,0.977,1.963
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.103,0.907,2.112
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_WA', 'N_P')",0.103,0.959,2.538
2_NP,"('medium_SL', '3_T', 'standard_H', 'N_WA', 'N_P')",0.103,0.7,4.397
N_WA,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.103,0.946,1.106
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.103,0.977,1.963
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.103,0.906,2.109
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_WA')",0.103,0.96,2.539
2_NP,"('medium_SL', '3_T', 'standard_H', 'N_WA')",0.103,0.697,4.379
N_P,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.108,0.991,1.013
standard_H,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.108,0.971,1.95
3_T,"('2_NP', 'medium_SL', 'standard_H', 'N_P')",0.108,0.901,2.097
medium_SL,"('2_NP', '3_T', 'standard_H', 'N_P')",0.108,0.952,2.52
2_NP,"('medium_SL', '3_T', 'standard_H', 'N_P')",0.108,0.666,4.185
standard_H,"('2_NP', 'medium_SL', '3_T')",0.109,0.971,1.951
3_T,"('2_NP', 'medium_SL', 'standard_H')",0.109,0.896,2.087
medium_SL,"('2_NP', '3_T', 'standard_H')",0.109,0.953,2.521
2_NP,"('medium_SL', '3_T', 'standard_H')",0.109,0.664,4.171
N_P,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.105,0.993,1.015
N_WA,"('2_NP', 'medium_SL', '3_T', 'N_P')",0.105,0.941,1.101
3_T,"('2_NP', 'medium_SL', 'N_WA', 'N_P')",0.105,0.874,2.036
medium_SL,"('2_NP', '3_T', 'N_WA', 'N_P')",0.105,0.918,2.428
2_NP,"('medium_SL', '3_T', 'N_WA', 'N_P')",0.105,0.55,3.457
N_WA,"('2_NP', 'medium_SL', '3_T')",0.106,0.94,1.099
3_T,"('2_NP', 'medium_SL', 'N_WA')",0.106,0.873,2.033
medium_SL,"('2_NP', '3_T', 'N_WA')",0.106,0.918,2.428
2_NP,"('medium_SL', '3_T', 'N_WA')",0.106,0.548,3.445
N_P,"('2_NP', 'medium_SL', '3_T')",0.111,0.992,1.013
3_T,"('2_NP', 'medium_SL', 'N_P')",0.111,0.865,2.014
medium_SL,"('2_NP', '3_T', 'N_P')",0.111,0.909,2.405
2_NP,"('medium_SL', '3_T', 'N_P')",0.111,0.517,3.244
3_T,"('2_NP', 'medium_SL')",0.112,0.86,2.001
medium_SL,"('2_NP', '3_T')",0.112,0.909,2.406
2_NP,"('medium_SL', '3_T')",0.112,0.514,3.228
N_P,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_WA')",0.067,0.995,1.017
N_WA,"('2_NP', 'medium_SL', 'low_S', 'standard_H', 'N_P')",0.067,0.943,1.103
standard_H,"('2_NP', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.067,0.952,1.913
low_S,"('2_NP', 'medium_SL', 'standard_H', 'N_WA', 'N_P')",0.067,0.589,1.208
medium_SL,"('2_NP', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.067,0.924,2.445
2_NP,"('medium_SL', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.067,0.585,3.674
N_WA,"('2_NP', 'medium_SL', 'low_S', 'standard_H')",0.067,0.941,1.1
standard_H,"('2_NP', 'medium_SL', 'low_S', 'N_WA')",0.067,0.953,1.914
low_S,"('2_NP', 'medium_SL', 'standard_H', 'N_WA')",0.067,0.587,1.204
